target,method,positives,base_rate,ap,ap_lift,enrich@0.10,enrich@0.25,enrich@0.50,prec@0.25,clusters@0.25,share@0.25,ap_lift_lo,ap_lift_hi,enrich@0.10_lo,enrich@0.10_hi,enrich@0.25_lo,enrich@0.25_hi,enrich@0.50_lo,enrich@0.50_hi,d_ap_lift,d_ap_lift_lo,d_ap_lift_hi,d_ap_lift_p,d_enrich@0.10,d_enrich@0.10_lo,d_enrich@0.10_hi,d_enrich@0.10_p,d_enrich@0.25,d_enrich@0.25_lo,d_enrich@0.25_hi,d_enrich@0.25_p,d_enrich@0.50,d_enrich@0.50_lo,d_enrich@0.50_hi,d_enrich@0.50_p,d_ap_lift_p_holm,period,attained,max_lift
L4:exchange,frozen (transferred),8649,0.0033463880164738813,0.06972281111299983,20.8450395797365,45.229753360579465,29.170333417903443,19.3783420670009,0.09757063217810279,2.0,0.00929715133931128,20.03484174724743,21.725334126642522,42.970801362074575,47.652025329074405,24.432975624021903,30.246491085328827,18.736606577684743,19.80966804062818,,,,,,,,,,,,,,,,,,test,0.06972281111299983,298.82966203474183
L4:exchange,constrained refit,8649,0.0033463880164738813,0.06699971736540827,20.030698545666564,44.869293399635026,26.611590824099785,18.50739808772857,0.08901253154993537,2.0,0.010616922374161716,19.028280443636557,20.852892556831925,42.623775292519475,47.17925342698557,22.744052649980798,27.544628289582796,15.646218780452369,18.938622380532138,-0.8143410340699369,-1.3097959853923022,-0.5594563872839537,0.001998001998001998,-0.3604599609444392,-0.9452107065175668,0.2490493010894628,0.24775224775224775,-2.5587425938036574,-6.149886639735228,1.3407466414385047,0.06393606393606394,-0.8709439792723295,-3.9803070934875557,-0.04041630569332918,0.04595404595404595,0.021978021978021976,test,0.06699971736540827,298.82966203474183
L2:P2PKH,frozen (transferred),25190,0.04594653458821276,0.4278553703943504,9.314896159920554,21.74938774408154,21.145558060328295,1.7469139739374726,0.9713372580964099,2.0,0.013320796424579742,8.873886508219586,9.721610882442194,21.049339743163095,22.458908435215054,20.465238037676606,21.84585128865544,1.7282796591315508,1.7824099665166337,,,,,,,,,,,,,,,,,,future,0.4278553703943504,21.764427044657737
L2:P2PKH,constrained refit,25190,0.04594653458821273,0.842260790329973,18.335601214305186,21.763067965504035,21.763067965504035,21.763067965504035,0.9997086594893959,1.0,0.02784594250229836,17.755290526924902,18.948500260132302,21.068032234610623,22.476675225550835,21.068032234610623,22.476675225550835,21.068032234610623,22.476675225550835,9.020705054384631,8.57117662858659,9.563287422191888,0.001998001998001998,0.013680221422493588,0.0011792665772439653,0.033268366367729375,0.029970029970029972,0.6175099051757407,0.510418410983857,0.725503697555726,0.001998001998001998,20.01615399156656,19.296012498266485,20.73859750164358,0.001998001998001998,0.017982017982017984,future,0.842260790329973,21.76442704465775
L2:P2SH,frozen (transferred),16956,0.03158440318087923,0.10784480508163091,3.4122162256091384,8.394564135083744,5.036622213014866,1.394230474391342,0.1591597900556075,5.5,0.05054451199393885,3.190602255280311,3.634188660424554,7.563091739733662,9.0821056089186,4.334804161550755,5.358082845545463,1.3788281584334683,2.2090203630909144,,,,,,,,,,,,,,,,,,future,0.10784480508163091,31.66119664421541
L2:P2SH,constrained refit,16956,0.031584403180879225,0.26104575484782644,8.263000070528761,13.633087598635104,13.633087598635104,7.134604177927745,0.43067917332103656,1.0,0.02335471557011297,7.947064877735187,8.583048242243672,13.069821278768377,14.224652549479712,13.069821278768377,14.224652549479712,6.779503580906007,7.436891048900527,4.850783844919623,4.466017791347955,5.23780520971173,0.001998001998001998,5.23852346355136,4.412291653462249,6.285753701792885,0.001998001998001998,8.596465385620238,8.022595493661102,9.617279237175609,0.001998001998001998,5.740373703536402,5.019397224387605,6.036090948379402,0.001998001998001998,0.017982017982017984,future,0.26104575484782644,31.661196644215416
L2:P2WPKH,frozen (transferred),275948,0.6245730854726301,0.8229902904871625,1.3176839262415392,1.3604187711261742,1.3604187711261742,1.3604187711261742,0.849680999941408,3.5,0.4941300845468707,1.30874244727853,1.3261782525370003,1.3505998259495462,1.3701958421628095,1.3505998259495462,1.3701958421628095,1.3505998259495462,1.3701958421628095,,,,,,,,,,,,,,,,,,future,0.8229902904871625,1.6010936482209683
L2:P2WPKH,constrained refit,275948,0.6245730854726295,0.9099609828702121,1.4569340763916316,1.5643668632799117,1.5643668632799117,1.486355514991125,0.977060482049356,1.0,0.19196615496944314,1.445791695633334,1.4679671003818475,1.5507228610548456,1.5801147894155818,1.5507228610548456,1.5801147894155818,1.4742987351084893,1.4985296153990018,0.13925015015009246,0.13332934185692455,0.14570595149042634,0.001998001998001998,0.20394809215373755,0.19448451528118546,0.21471575072195473,0.001998001998001998,0.20394809215373755,0.19448451528118546,0.21471575072195473,0.001998001998001998,0.1259367438649508,0.1198802878426979,0.13290237325691878,0.001998001998001998,0.017982017982017984,future,0.9099609828702121,1.60109364822097
L2:P2WSH,frozen (transferred),11386,0.021586672229743996,0.07102628617395197,3.2892334399969383,3.300132533326604,3.300132533326604,3.300132533326604,0.07125159078059126,3.5,0.19574594482052782,3.0896711274869775,3.4767575521653478,3.1698290928293074,3.4393496779890027,3.167320952941046,3.4299211820794264,3.167320952941046,3.4299211820794264,,,,,,,,,,,,,,,,,,future,0.07102628617395197,46.32487997024909
L2:P2WSH,constrained refit,11386,0.021586672229743965,0.11828890037672699,5.477200086945128,6.421014620537908,6.421014620537908,6.070901329945103,0.13868373460309608,1.0,0.05779929084327408,5.062993640044259,5.76488643653631,5.324151887516707,6.868735512829751,5.809384209044597,6.868735512829751,5.788800837688024,6.350573959959888,2.18796664694819,1.7810119731470506,2.4421986496813393,0.001998001998001998,3.120882087211304,2.0308890252718372,3.495531750739214,0.001998001998001998,3.120882087211304,2.5543133557880227,3.495531750739214,0.001998001998001998,2.7707687966184995,2.563119823529226,2.9725536317899692,0.001998001998001998,0.017982017982017984,future,0.11828890037672699,46.324879970249164
