kind,replicate,method,cluster,jaccard
seed,6,ZSH,19,0.6688815060908084
seed,6,ZSH,20,0.405966539004233
seed,6,ZSH,21,0.6246556473829201
seed,6,ZSH,22,0.9587977034785545
seed,6,ZSH,23,0.39036222509702456
seed,6,ZSH,24,0.9101995565410199
seed,6,ZSH,25,0.22405611718588817
seed,6,ZSH,26,0.44360902255639095
seed,6,ZSH,27,0.7561188811188811
seed,6,ZSH,28,0.8917018284106891
seed,6,ZSH,29,0.9061302681992337
seed,6,ZSH,30,0.5497382198952879
seed,6,KMeans++ K*,0,0.9517926478745399
seed,6,KMeans++ K*,1,0.7691462744858729
seed,6,KMeans++ K*,2,0.4376596672689887
seed,6,KMeans++ K*,3,0.8790710271514659
seed,6,KMeans++ K*,4,0.9755257839982038
seed,6,KMeans++ K*,5,0.8661212931644773
seed,6,KMeans++ K*,6,0.4934166973151894
seed,6,KMeans++ K*,7,0.8483690112130479
seed,6,KMeans++ K*,8,0.9152043711253546
seed,6,KMeans++ K*,9,0.9452624480161852
seed,6,KMeans++ K*,10,0.8762236241026756
seed,6,KMeans++ K*,11,0.7719344608879493
seed,6,KMeans++ K*,12,0.7250554323725056
seed,6,KMeans++ K*,13,0.5395565633660871
seed,6,KMeans++ K*,14,0.7355102040816327
seed,6,KMeans++ K*,15,0.6563758389261745
seed,6,KMeans++ K*,16,0.8691118302768788
seed,6,KMeans++ K*,17,0.7985971943887775
seed,6,KMeans++ K*,18,0.5550310559006211
seed,6,KMeans++ K*,19,0.6695485110470701
seed,6,KMeans++ K*,20,0.9278959810874704
seed,6,KMeans++ K*,21,0.15375897242160938
seed,6,KMeans++ K*,22,0.916629314208875
seed,6,KMeans++ K*,23,0.8816287878787878
seed,6,KMeans++ K*,24,0.7657075748678802
seed,6,KMeans++ K*,25,0.980909090909091
seed,6,KMeans++ K*,26,0.9757975797579758
seed,6,KMeans++ K*,27,0.9494470774091627
seed,6,KMeans++ K*,28,0.12059471365638766
seed,6,KMeans++ K*,29,0.993006993006993
seed,6,KMeans++ K*,30,1.0
seed,6,RPW K* (no refinement),0,0.5868441702519144
seed,6,RPW K* (no refinement),1,0.9744601680103738
seed,6,RPW K* (no refinement),2,0.4476451191439059
seed,6,RPW K* (no refinement),3,0.26581296080714006
seed,6,RPW K* (no refinement),4,0.8846262142756581
seed,6,RPW K* (no refinement),5,0.8775729131746564
seed,6,RPW K* (no refinement),6,0.9509855224140938
seed,6,RPW K* (no refinement),7,0.9259220886862827
seed,6,RPW K* (no refinement),8,0.7043371522094927
seed,6,RPW K* (no refinement),9,0.7980557355800388
seed,6,RPW K* (no refinement),10,0.4967105263157895
seed,6,RPW K* (no refinement),11,0.8982969918828585
seed,6,RPW K* (no refinement),12,0.818733153638814
seed,6,RPW K* (no refinement),13,0.09731235204010584
seed,6,RPW K* (no refinement),14,0.8420292843885337
seed,6,RPW K* (no refinement),15,0.8687717859339759
seed,6,RPW K* (no refinement),16,0.3361046959199384
seed,6,RPW K* (no refinement),17,0.6010046645138142
seed,6,RPW K* (no refinement),18,0.6582608695652173
seed,6,RPW K* (no refinement),19,0.6273922065944201
seed,6,RPW K* (no refinement),20,0.41967953985209533
seed,6,RPW K* (no refinement),21,0.9571524966261808
seed,6,RPW K* (no refinement),22,0.927765237020316
seed,6,RPW K* (no refinement),23,0.46469565217391307
seed,6,RPW K* (no refinement),24,0.22456575682382135
seed,6,RPW K* (no refinement),25,0.4889155182744158
seed,6,RPW K* (no refinement),26,0.3958677685950413
seed,6,RPW K* (no refinement),27,0.900709219858156
seed,6,RPW K* (no refinement),28,0.3633916554508748
seed,6,RPW K* (no refinement),29,0.916504854368932
seed,6,RPW K* (no refinement),30,0.7692307692307693
seed,7,ZSH,0,0.9997689463955638
seed,7,ZSH,1,0.9794204911306105
seed,7,ZSH,2,0.9901920438957476
seed,7,ZSH,3,0.9954951784331667
seed,7,ZSH,4,0.9271316755558634
seed,7,ZSH,5,0.9894188127285458
seed,7,ZSH,6,0.9366338219979171
seed,7,ZSH,7,0.4078231766838656
seed,7,ZSH,8,0.9830985915492958
seed,7,ZSH,9,0.9824925431202178
seed,7,ZSH,10,0.9940944881889764
seed,7,ZSH,11,0.7331718510963794
seed,7,ZSH,12,0.9589198036006547
seed,7,ZSH,13,0.6268242848803269
seed,7,ZSH,14,0.9750855838721948
seed,7,ZSH,15,0.3161012900143335
seed,7,ZSH,16,0.7482670558190442
seed,7,ZSH,17,0.5009897426669067
seed,7,ZSH,18,0.6939890710382514
seed,7,ZSH,19,0.6832172545495394
seed,7,ZSH,20,0.7141336172478041
seed,7,ZSH,21,0.7626943005181347
seed,7,ZSH,22,0.3525161933233682
seed,7,ZSH,23,0.8491048593350383
seed,7,ZSH,24,0.9477821448624368
seed,7,ZSH,25,0.21414038657171922
seed,7,ZSH,26,0.6962750716332379
seed,7,ZSH,27,0.45417680454176806
seed,7,ZSH,28,0.9714285714285714
seed,7,ZSH,29,0.9709302325581395
seed,7,ZSH,30,0.7513089005235603
seed,7,KMeans++ K*,0,0.9871608405637193
seed,7,KMeans++ K*,1,0.9830795262267343
seed,7,KMeans++ K*,2,0.9927752691906913
seed,7,KMeans++ K*,3,0.7506648543230305
seed,7,KMeans++ K*,4,0.8266598345655516
seed,7,KMeans++ K*,5,0.5410040536326786
seed,7,KMeans++ K*,6,0.7359248417182926
seed,7,KMeans++ K*,7,0.9403833188866416
seed,7,KMeans++ K*,8,0.37251476582647036
seed,7,KMeans++ K*,9,0.9028808380619817
seed,7,KMeans++ K*,10,0.8968806104129264
seed,7,KMeans++ K*,11,0.9988121948000528
seed,7,KMeans++ K*,12,0.5930121468541013
seed,7,KMeans++ K*,13,0.25096359743040686
seed,7,KMeans++ K*,14,0.764860254559769
seed,7,KMeans++ K*,15,0.84407516695139
seed,7,KMeans++ K*,16,0.7655707913431357
seed,7,KMeans++ K*,17,0.8583815028901735
seed,7,KMeans++ K*,18,0.6296940194714882
seed,7,KMeans++ K*,19,0.6749512670565302
seed,7,KMeans++ K*,20,0.506969205834684
seed,7,KMeans++ K*,21,0.2309656823623304
seed,7,KMeans++ K*,22,0.3802773497688752
seed,7,KMeans++ K*,23,0.5177832919768404
seed,7,KMeans++ K*,24,0.8971774193548387
seed,7,KMeans++ K*,25,0.9862763037511436
seed,7,KMeans++ K*,26,0.9501661129568106
seed,7,KMeans++ K*,27,0.8874172185430463
seed,7,KMeans++ K*,28,0.926829268292683
seed,7,KMeans++ K*,29,0.9964788732394366
seed,7,KMeans++ K*,30,1.0
seed,7,RPW K* (no refinement),0,0.9758290946083418
seed,7,RPW K* (no refinement),1,0.9993646025878004
seed,7,RPW K* (no refinement),2,0.827490525175961
seed,7,RPW K* (no refinement),3,0.9476582194507098
seed,7,RPW K* (no refinement),4,0.9779473536824419
seed,7,RPW K* (no refinement),5,0.8759641873278237
seed,7,RPW K* (no refinement),6,0.40640891675374435
seed,7,RPW K* (no refinement),7,0.9831004224894377
seed,7,RPW K* (no refinement),8,0.9906720611373342
seed,7,RPW K* (no refinement),9,0.961318795430945
seed,7,RPW K* (no refinement),10,0.78161652218256
seed,7,RPW K* (no refinement),11,0.94189453125
seed,7,RPW K* (no refinement),12,0.6114228168608833
seed,7,RPW K* (no refinement),13,0.9777777777777777
seed,7,RPW K* (no refinement),14,0.31802965088474416
seed,7,RPW K* (no refinement),15,0.7083790706183681
seed,7,RPW K* (no refinement),16,0.5145265423242468
seed,7,RPW K* (no refinement),17,0.668859649122807
seed,7,RPW K* (no refinement),18,0.7053710719857366
seed,7,RPW K* (no refinement),19,0.7272026714615978
seed,7,RPW K* (no refinement),20,0.6981283422459893
seed,7,RPW K* (no refinement),21,0.35190944147282
seed,7,RPW K* (no refinement),22,0.9550113895216401
seed,7,RPW K* (no refinement),23,0.9293924466338259
seed,7,RPW K* (no refinement),24,0.2314071696094168
seed,7,RPW K* (no refinement),25,0.9790619765494137
seed,7,RPW K* (no refinement),26,0.9841269841269841
seed,7,RPW K* (no refinement),27,0.987012987012987
seed,7,RPW K* (no refinement),28,0.9626865671641791
seed,7,RPW K* (no refinement),29,0.998019801980198
seed,7,RPW K* (no refinement),30,0.9512195121951219
seed,8,ZSH,0,0.977515394610474
seed,8,ZSH,1,0.9066820978254249
seed,8,ZSH,2,0.9675040961223376
seed,8,ZSH,3,0.9589625279642058
seed,8,ZSH,4,0.9465046441790628
seed,8,ZSH,5,0.9283233577181704
seed,8,ZSH,6,0.878405887879737
seed,8,ZSH,7,0.4098975616794113
seed,8,ZSH,8,0.9237572430619091
seed,8,ZSH,9,0.9702487817389074
seed,8,ZSH,10,0.9458279845956354
seed,8,ZSH,11,0.7071295433364398
seed,8,ZSH,12,0.9176527022705468
seed,8,ZSH,13,0.8403604216252976
seed,8,ZSH,14,0.947743023038022
seed,8,ZSH,15,0.36235672632213956
seed,8,ZSH,16,0.8317587939698492
seed,8,ZSH,17,0.7514792899408284
seed,8,ZSH,18,0.46553585196607555
seed,8,ZSH,19,0.25851266684827023
seed,8,ZSH,20,0.6932103939647947
seed,8,ZSH,21,0.6050256160039034
seed,8,ZSH,22,0.3305988515176374
seed,8,ZSH,23,0.7832681017612525
seed,8,ZSH,24,0.7219837863614688
seed,8,ZSH,25,0.4234264557388085
seed,8,ZSH,26,0.5209988649262202
seed,8,ZSH,27,0.43784206411258797
seed,8,ZSH,28,0.19146608315098468
seed,8,ZSH,29,0.8576709796672828
seed,8,ZSH,30,0.7146596858638743
seed,8,KMeans++ K*,0,0.9806084416238542
seed,8,KMeans++ K*,1,0.9314793937116372
seed,8,KMeans++ K*,2,0.9763309549945115
seed,8,KMeans++ K*,3,0.6190397714787959
seed,8,KMeans++ K*,4,0.9413949342642799
seed,8,KMeans++ K*,5,0.38928445541064505
seed,8,KMeans++ K*,6,0.5295901760615476
seed,8,KMeans++ K*,7,0.7383479464697739
seed,8,KMeans++ K*,8,0.5063247150403114
seed,8,KMeans++ K*,9,0.8612854360528024
seed,8,KMeans++ K*,10,0.7468783273642435
seed,8,KMeans++ K*,11,0.9910948140387638
seed,8,KMeans++ K*,12,0.6728059160039068
seed,8,KMeans++ K*,13,0.25261075079696604
seed,8,KMeans++ K*,14,0.8131714803962606
seed,8,KMeans++ K*,15,0.17753716043054843
seed,8,KMeans++ K*,16,0.7331397224911261
seed,8,KMeans++ K*,17,0.7975024485798237
seed,8,KMeans++ K*,18,0.5878400524418224
seed,8,KMeans++ K*,19,0.6658366533864541
seed,8,KMeans++ K*,20,0.5215243472124206
seed,8,KMeans++ K*,21,0.22856669976828864
seed,8,KMeans++ K*,22,0.8739837398373984
seed,8,KMeans++ K*,23,0.9812597605413846
seed,8,KMeans++ K*,24,0.7560553633217993
seed,8,KMeans++ K*,25,0.6430317848410758
seed,8,KMeans++ K*,26,0.9543429844097996
seed,8,KMeans++ K*,27,0.988391376451078
seed,8,KMeans++ K*,28,0.8643724696356275
seed,8,KMeans++ K*,29,1.0
seed,8,KMeans++ K*,30,0.45387453874538747
seed,8,RPW K* (no refinement),0,0.9562921215465259
seed,8,RPW K* (no refinement),1,0.977515394610474
seed,8,RPW K* (no refinement),2,0.9672992900054614
seed,8,RPW K* (no refinement),3,0.8971014492753623
seed,8,RPW K* (no refinement),4,0.9589625279642058
seed,8,RPW K* (no refinement),5,0.9467654044990917
seed,8,RPW K* (no refinement),6,0.41063568800057726
seed,8,RPW K* (no refinement),7,0.9276054905948145
seed,8,RPW K* (no refinement),8,0.9367473147444939
seed,8,RPW K* (no refinement),9,0.9702487817389074
seed,8,RPW K* (no refinement),10,0.7105109318367824
seed,8,RPW K* (no refinement),11,0.9176
seed,8,RPW K* (no refinement),12,0.8361966320802857
seed,8,RPW K* (no refinement),13,0.9519177830794642
seed,8,RPW K* (no refinement),14,0.3642037447151198
seed,8,RPW K* (no refinement),15,0.8296415626258559
seed,8,RPW K* (no refinement),16,0.7498903989478299
seed,8,RPW K* (no refinement),17,0.46292307692307694
seed,8,RPW K* (no refinement),18,0.2593349686563096
seed,8,RPW K* (no refinement),19,0.6358223765814934
seed,8,RPW K* (no refinement),20,0.713593616414933
seed,8,RPW K* (no refinement),21,0.3300948144679855
seed,8,RPW K* (no refinement),22,0.9241223103057757
seed,8,RPW K* (no refinement),23,0.9167561761546724
seed,8,RPW K* (no refinement),24,0.4328254847645429
seed,8,RPW K* (no refinement),25,0.9084507042253521
seed,8,RPW K* (no refinement),26,0.9781021897810219
seed,8,RPW K* (no refinement),27,0.8059701492537313
seed,8,RPW K* (no refinement),28,0.946685878962536
seed,8,RPW K* (no refinement),29,0.8950381679389313
seed,8,RPW K* (no refinement),30,0.9817518248175182
seed,9,ZSH,0,0.9767967029865071
seed,9,ZSH,1,0.27920746101157073
seed,9,ZSH,2,0.977404600996655
seed,9,ZSH,3,0.9596594081518705
seed,9,ZSH,4,0.9140609239459351
seed,9,ZSH,5,0.4317103264996203
seed,9,ZSH,6,0.6080155286595113
seed,9,ZSH,7,0.9726282221631677
seed,9,ZSH,8,0.9501304121022431
seed,9,ZSH,9,0.982635739276921
seed,9,ZSH,10,0.8802751224061552
seed,9,ZSH,11,0.8083645443196005
seed,9,ZSH,12,0.9291027061243867
seed,9,ZSH,13,0.546165683508592
seed,9,ZSH,14,0.1404545832986429
seed,9,ZSH,15,0.912118018967334
seed,9,ZSH,16,0.7434149935531406
seed,9,ZSH,17,0.2782958199356913
seed,9,ZSH,18,0.8981941309255079
seed,9,ZSH,19,0.9446494464944649
seed,9,ZSH,20,0.5498553012365167
seed,9,ZSH,21,0.6154394299287411
seed,9,ZSH,22,0.9810213940648723
seed,9,ZSH,23,0.8108957569408067
seed,9,ZSH,24,0.9202247191011236
seed,9,ZSH,25,0.25067024128686327
seed,9,ZSH,26,0.7680060652009097
seed,9,ZSH,27,0.44285714285714284
seed,9,ZSH,28,0.8657342657342657
seed,9,ZSH,29,0.8909774436090225
seed,9,ZSH,30,0.7356020942408377
seed,9,KMeans++ K*,0,0.9520898065550767
seed,9,KMeans++ K*,1,0.7093837954368525
seed,9,KMeans++ K*,2,0.4882501579279848
seed,9,KMeans++ K*,3,0.621016797812378
seed,9,KMeans++ K*,4,0.9257765830346476
seed,9,KMeans++ K*,5,0.3780247608328644
seed,9,KMeans++ K*,6,0.7863929788931602
seed,9,KMeans++ K*,7,0.8065903741579418
seed,9,KMeans++ K*,8,0.6246608140462889
seed,9,KMeans++ K*,9,0.8725125738027553
seed,9,KMeans++ K*,10,0.8366092127809697
seed,9,KMeans++ K*,11,0.8007399577167019
seed,9,KMeans++ K*,12,0.46758143919555883
seed,9,KMeans++ K*,13,0.3154692253685935
seed,9,KMeans++ K*,14,0.5529736569653745
seed,9,KMeans++ K*,15,0.5324016988628579
seed,9,KMeans++ K*,16,0.7461977186311787
seed,9,KMeans++ K*,17,0.7791883926547268
seed,9,KMeans++ K*,18,0.2336910477266309
seed,9,KMeans++ K*,19,0.531176192725555
seed,9,KMeans++ K*,20,0.5041586692258477
seed,9,KMeans++ K*,21,0.17405788049135956
seed,9,KMeans++ K*,22,0.4013928458372903
seed,9,KMeans++ K*,23,0.5688796680497925
seed,9,KMeans++ K*,24,0.7735399284862932
seed,9,KMeans++ K*,25,0.9827586206896551
seed,9,KMeans++ K*,26,0.9493392070484582
seed,9,KMeans++ K*,27,0.8896210873146623
seed,9,KMeans++ K*,28,0.2212962962962963
seed,9,KMeans++ K*,29,0.993006993006993
seed,9,KMeans++ K*,30,1.0
seed,9,RPW K* (no refinement),0,0.7895733216834134
seed,9,RPW K* (no refinement),1,0.9770738042803094
seed,9,RPW K* (no refinement),2,0.9794173960612691
seed,9,RPW K* (no refinement),3,0.7097034605241914
seed,9,RPW K* (no refinement),4,0.96094459582198
seed,9,RPW K* (no refinement),5,0.8923025879230259
seed,9,RPW K* (no refinement),6,0.9951135643833138
seed,9,RPW K* (no refinement),7,0.9333610130786797
seed,9,RPW K* (no refinement),8,0.953808572063069
seed,9,RPW K* (no refinement),9,0.9837556855100714
seed,9,RPW K* (no refinement),10,0.8139804325437693
seed,9,RPW K* (no refinement),11,0.9567971414649992
seed,9,RPW K* (no refinement),12,0.5733389051399916
seed,9,RPW K* (no refinement),13,0.09874366321357725
seed,9,RPW K* (no refinement),14,0.9783354783354783
seed,9,RPW K* (no refinement),15,0.8049904030710173
seed,9,RPW K* (no refinement),16,0.27601734489659774
seed,9,RPW K* (no refinement),17,0.6419132700539736
seed,9,RPW K* (no refinement),18,0.6650655021834061
seed,9,RPW K* (no refinement),19,0.6229308666017527
seed,9,RPW K* (no refinement),20,0.512252346193952
seed,9,RPW K* (no refinement),21,0.9929627023223082
seed,9,RPW K* (no refinement),22,0.9303255282695603
seed,9,RPW K* (no refinement),23,0.7173469387755103
seed,9,RPW K* (no refinement),24,0.40591032608695654
seed,9,RPW K* (no refinement),25,0.8236677115987461
seed,9,RPW K* (no refinement),26,0.9452554744525548
seed,9,RPW K* (no refinement),27,0.8744710860366713
seed,9,RPW K* (no refinement),28,0.945985401459854
seed,9,RPW K* (no refinement),29,0.9118773946360154
seed,9,RPW K* (no refinement),30,0.9575971731448764
bootstrap,0,ZSH,0,0.9674551249790304
bootstrap,0,ZSH,1,0.9325960061443932
bootstrap,0,ZSH,2,0.965804951443031
bootstrap,0,ZSH,3,0.9415322580645161
bootstrap,0,ZSH,4,0.9522328999434709
bootstrap,0,ZSH,5,0.9561602418745276
bootstrap,0,ZSH,6,0.8886706473915776
bootstrap,0,ZSH,7,0.9541991417812418
bootstrap,0,ZSH,8,0.949697979587586
bootstrap,0,ZSH,9,0.984269370774831
bootstrap,0,ZSH,10,0.9867118290776447
bootstrap,0,ZSH,11,0.6786466869585577
bootstrap,0,ZSH,12,0.9629384513567174
bootstrap,0,ZSH,13,0.8521872863978127
bootstrap,0,ZSH,14,0.9375698844576966
bootstrap,0,ZSH,15,0.8670951689819615
bootstrap,0,ZSH,16,0.8338411537680276
bootstrap,0,ZSH,17,0.762217839140916
bootstrap,0,ZSH,18,0.5275049115913556
bootstrap,0,ZSH,19,0.19442730824593873
bootstrap,0,ZSH,20,0.803879883072017
bootstrap,0,ZSH,21,0.5903614457831325
bootstrap,0,ZSH,22,0.9539805172992946
bootstrap,0,ZSH,23,0.7006928406466513
bootstrap,0,ZSH,24,0.7475633528265108
bootstrap,0,ZSH,25,0.4195827725437416
bootstrap,0,ZSH,26,0.3608405945668888
bootstrap,0,ZSH,27,0.7551695616211745
bootstrap,0,ZSH,28,0.2226007950028393
bootstrap,0,ZSH,29,0.827027027027027
bootstrap,0,ZSH,30,0.9162303664921466
bootstrap,0,KMeans++ K*,0,0.980214469113427
bootstrap,0,KMeans++ K*,1,0.9270859433725883
bootstrap,0,KMeans++ K*,2,0.9331501202335967
bootstrap,0,KMeans++ K*,3,0.6877457036953836
bootstrap,0,KMeans++ K*,4,0.9594265021062744
bootstrap,0,KMeans++ K*,5,0.40769471053727613
bootstrap,0,KMeans++ K*,6,0.4739322953863734
bootstrap,0,KMeans++ K*,7,0.6641270293363714
bootstrap,0,KMeans++ K*,8,0.33875126106938686
bootstrap,0,KMeans++ K*,9,0.8833101381008457
bootstrap,0,KMeans++ K*,10,0.7437011294526499
bootstrap,0,KMeans++ K*,11,0.9880812049770792
bootstrap,0,KMeans++ K*,12,0.6153106102253986
bootstrap,0,KMeans++ K*,13,0.24269070125302264
bootstrap,0,KMeans++ K*,14,0.5485905398948877
bootstrap,0,KMeans++ K*,15,0.24099305646534783
bootstrap,0,KMeans++ K*,16,0.751198545214085
bootstrap,0,KMeans++ K*,17,0.7955828220858896
bootstrap,0,KMeans++ K*,18,0.6077966101694915
bootstrap,0,KMeans++ K*,19,0.6927891837756635
bootstrap,0,KMeans++ K*,20,0.5506623702112424
bootstrap,0,KMeans++ K*,21,0.24516129032258063
bootstrap,0,KMeans++ K*,22,0.8727436823104693
bootstrap,0,KMeans++ K*,23,0.98226395409494
bootstrap,0,KMeans++ K*,24,0.9101876675603218
bootstrap,0,KMeans++ K*,25,0.9872029250457038
bootstrap,0,KMeans++ K*,26,0.926829268292683
bootstrap,0,KMeans++ K*,27,0.9933665008291874
bootstrap,0,KMeans++ K*,28,0.9358178053830227
bootstrap,0,KMeans++ K*,29,0.9788732394366197
bootstrap,0,KMeans++ K*,30,0.9959349593495935
bootstrap,0,RPW K* (no refinement),0,0.9861278648974668
bootstrap,0,RPW K* (no refinement),1,0.9944252873563219
bootstrap,0,RPW K* (no refinement),2,0.8572010316275281
bootstrap,0,RPW K* (no refinement),3,0.9312320916905444
bootstrap,0,RPW K* (no refinement),4,0.965901959417056
bootstrap,0,RPW K* (no refinement),5,0.9090589146195538
bootstrap,0,RPW K* (no refinement),6,0.9532522104525957
bootstrap,0,RPW K* (no refinement),7,0.9529767490355542
bootstrap,0,RPW K* (no refinement),8,0.9865090868547218
bootstrap,0,RPW K* (no refinement),9,0.9727509778357236
bootstrap,0,RPW K* (no refinement),10,0.6916325336454067
bootstrap,0,RPW K* (no refinement),11,0.9462009601059427
bootstrap,0,RPW K* (no refinement),12,0.8677076183939602
bootstrap,0,RPW K* (no refinement),13,0.9290123456790124
bootstrap,0,RPW K* (no refinement),14,0.8621331128565523
bootstrap,0,RPW K* (no refinement),15,0.8260869565217391
bootstrap,0,RPW K* (no refinement),16,0.8351477449455676
bootstrap,0,RPW K* (no refinement),17,0.45827326605798496
bootstrap,0,RPW K* (no refinement),18,0.20283147291042744
bootstrap,0,RPW K* (no refinement),19,0.5747674695921774
bootstrap,0,RPW K* (no refinement),20,0.8232583355923014
bootstrap,0,RPW K* (no refinement),21,0.9536912751677852
bootstrap,0,RPW K* (no refinement),22,0.7591493570722058
bootstrap,0,RPW K* (no refinement),23,0.8356304236855538
bootstrap,0,RPW K* (no refinement),24,0.4207650273224044
bootstrap,0,RPW K* (no refinement),25,0.5326778484673221
bootstrap,0,RPW K* (no refinement),26,0.40855323020928114
bootstrap,0,RPW K* (no refinement),27,0.21882086167800455
bootstrap,0,RPW K* (no refinement),28,0.5475070555032926
bootstrap,0,RPW K* (no refinement),29,0.8406593406593407
bootstrap,0,RPW K* (no refinement),30,0.78
bootstrap,1,ZSH,0,0.9614657473309609
bootstrap,1,ZSH,1,0.9294973706738413
bootstrap,1,ZSH,2,0.9174849972722313
bootstrap,1,ZSH,3,0.914291572688128
bootstrap,1,ZSH,4,0.9217037700737474
bootstrap,1,ZSH,5,0.9130233634050428
bootstrap,1,ZSH,6,0.928682532275626
bootstrap,1,ZSH,7,0.9782086631681935
bootstrap,1,ZSH,8,0.9360650674353959
bootstrap,1,ZSH,9,0.9649550706033376
bootstrap,1,ZSH,10,0.9796801258521237
bootstrap,1,ZSH,11,0.7178625246319694
bootstrap,1,ZSH,12,0.9741436100131752
bootstrap,1,ZSH,13,0.7021943573667712
bootstrap,1,ZSH,14,0.8152114721365039
bootstrap,1,ZSH,15,0.8902236951118475
bootstrap,1,ZSH,16,0.7693341009403185
bootstrap,1,ZSH,17,0.4034600946629672
bootstrap,1,ZSH,18,0.4761618288464431
bootstrap,1,ZSH,19,0.18887578616352202
bootstrap,1,ZSH,20,0.5750065910888479
bootstrap,1,ZSH,21,0.5967704728950404
bootstrap,1,ZSH,22,0.9867963863794301
bootstrap,1,ZSH,23,0.7727034120734908
bootstrap,1,ZSH,24,0.7565982404692082
bootstrap,1,ZSH,25,0.25260257195345986
bootstrap,1,ZSH,26,0.3931240657698057
bootstrap,1,ZSH,27,0.7642418930762489
bootstrap,1,ZSH,28,0.26527958387516254
bootstrap,1,ZSH,29,0.8897196261682243
bootstrap,1,ZSH,30,0.4738219895287958
bootstrap,1,KMeans++ K*,0,0.9779632220667599
bootstrap,1,KMeans++ K*,1,0.9389341692789969
bootstrap,1,KMeans++ K*,2,0.945262572936927
bootstrap,1,KMeans++ K*,3,0.598017218888599
bootstrap,1,KMeans++ K*,4,0.9477085345019683
bootstrap,1,KMeans++ K*,5,0.2644501531469222
bootstrap,1,KMeans++ K*,6,0.6696453701097664
bootstrap,1,KMeans++ K*,7,0.860509904622157
bootstrap,1,KMeans++ K*,8,0.5019408379065721
bootstrap,1,KMeans++ K*,9,0.886778278600558
bootstrap,1,KMeans++ K*,10,0.5840634510744259
bootstrap,1,KMeans++ K*,11,0.9879533848369779
bootstrap,1,KMeans++ K*,12,0.4766110565914295
bootstrap,1,KMeans++ K*,13,0.18388134381701216
bootstrap,1,KMeans++ K*,14,0.7737874370527432
bootstrap,1,KMeans++ K*,15,0.6875677139761647
bootstrap,1,KMeans++ K*,16,0.6485349782700126
bootstrap,1,KMeans++ K*,17,0.8541011371884829
bootstrap,1,KMeans++ K*,18,0.6123965546360413
bootstrap,1,KMeans++ K*,19,0.41509433962264153
bootstrap,1,KMeans++ K*,20,0.5544388609715243
bootstrap,1,KMeans++ K*,21,0.7838150289017342
bootstrap,1,KMeans++ K*,22,0.4538512616201859
bootstrap,1,KMeans++ K*,23,0.6136363636363636
bootstrap,1,KMeans++ K*,24,0.4559697460831983
bootstrap,1,KMeans++ K*,25,0.6417910447761194
bootstrap,1,KMeans++ K*,26,0.9309576837416481
bootstrap,1,KMeans++ K*,27,0.7673267326732673
bootstrap,1,KMeans++ K*,28,0.18521983161833488
bootstrap,1,KMeans++ K*,29,0.9894736842105263
bootstrap,1,KMeans++ K*,30,0.2222222222222222
bootstrap,1,RPW K* (no refinement),0,0.8858838089691322
bootstrap,1,RPW K* (no refinement),1,0.9607908474952793
bootstrap,1,RPW K* (no refinement),2,0.9097099278224159
bootstrap,1,RPW K* (no refinement),3,0.9003062691418213
bootstrap,1,RPW K* (no refinement),4,0.9181382614647502
bootstrap,1,RPW K* (no refinement),5,0.8922232759788646
bootstrap,1,RPW K* (no refinement),6,0.9773272872766071
bootstrap,1,RPW K* (no refinement),7,0.9129825965193039
bootstrap,1,RPW K* (no refinement),8,0.9731123792800702
bootstrap,1,RPW K* (no refinement),9,0.9613316261203585
bootstrap,1,RPW K* (no refinement),10,0.7111240535818287
bootstrap,1,RPW K* (no refinement),11,0.9502143092647544
bootstrap,1,RPW K* (no refinement),12,0.8746803069053708
bootstrap,1,RPW K* (no refinement),13,0.09857967005161769
bootstrap,1,RPW K* (no refinement),14,0.8878099173553718
bootstrap,1,RPW K* (no refinement),15,0.7882892269222754
bootstrap,1,RPW K* (no refinement),16,0.7863777089783281
bootstrap,1,RPW K* (no refinement),17,0.39232743867655445
bootstrap,1,RPW K* (no refinement),18,0.19072676727561558
bootstrap,1,RPW K* (no refinement),19,0.654029625910118
bootstrap,1,RPW K* (no refinement),20,0.4400990099009901
bootstrap,1,RPW K* (no refinement),21,0.9871483153872872
bootstrap,1,RPW K* (no refinement),22,0.7537018756169793
bootstrap,1,RPW K* (no refinement),23,0.8410666666666666
bootstrap,1,RPW K* (no refinement),24,0.4299965600275198
bootstrap,1,RPW K* (no refinement),25,0.5181872391174717
bootstrap,1,RPW K* (no refinement),26,0.3746958637469586
bootstrap,1,RPW K* (no refinement),27,0.23030667468430546
bootstrap,1,RPW K* (no refinement),28,0.3698752228163993
bootstrap,1,RPW K* (no refinement),29,0.8745387453874539
bootstrap,1,RPW K* (no refinement),30,0.663003663003663
bootstrap,2,ZSH,0,0.9950492199643083
bootstrap,2,ZSH,1,0.2965169190038885
bootstrap,2,ZSH,2,0.9775815217391305
bootstrap,2,ZSH,3,0.9838607371907816
bootstrap,2,ZSH,4,0.9181731684110371
bootstrap,2,ZSH,5,0.42989949748743717
bootstrap,2,ZSH,6,0.6715103749769102
bootstrap,2,ZSH,7,0.9923118668596237
bootstrap,2,ZSH,8,0.9559855411439506
bootstrap,2,ZSH,9,0.9768934531450578
bootstrap,2,ZSH,10,0.8785976548620159
bootstrap,2,ZSH,11,0.8185949876639398
bootstrap,2,ZSH,12,0.9447872685936992
