month,profile,share
2023-04,15,0.008674504354063231
2023-04,16,0.027004157934257568
2023-04,17,0.03058491263855111
2023-04,18,0.0035023031145281136
2023-04,19,0.0062537124413014
2023-04,20,0.018155939345713742
2023-04,21,0.011420309995853273
2023-04,22,0.018497764129691684
2023-04,23,0.00920125074248826
2023-04,24,0.009487038676633754
2023-04,25,0.010803904647696325
2023-04,26,0.008198191130487408
2023-04,27,0.0068645141044751026
2023-04,28,0.003743261568807648
2023-04,29,0.003042800945902025
2023-04,30,0.0023143218980801773
2023-05,0,1.1025317804785723e-05
2023-05,1,0.018750390480005586
2023-05,2,0.178852705429234
2023-05,3,0.14425893326375133
2023-05,4,0.055541875994575544
2023-05,5,0.00044836292406128604
2023-05,6,0.12636116736064917
2023-05,7,0.01213887490306908
2023-05,8,0.015137761345970798
2023-05,9,0.08661122156846171
2023-05,10,0.0002021308264210716
2023-05,11,0.0783532585326772
2023-05,12,0.00023153167390050017
2023-05,13,0.015942609545720157
2023-05,14,0.010893013991128294
2023-05,15,0.042932587531835605
2023-05,16,0.015472195986049297
2023-05,17,0.014865803506786084
2023-05,18,0.06274508362703556
2023-05,19,0.03757795818464467
2023-05,20,0.011569233483155151
2023-05,21,0.029871261039099452
2023-05,22,3.307595341435717e-05
2023-05,23,0.007265684433353792
2023-05,24,0.015409719185155511
2023-05,25,0.005012844495242575
2023-05,26,0.005314203181906719
2023-05,27,0.00327451938802136
2023-05,28,0.0018743040268135729
2023-05,29,0.002289590997460502
2023-05,30,0.0007570718225952863
2023-06,0,0.02816224803325628
2023-06,1,0.08588034968560639
2023-06,2,0.019082408226553656
2023-06,3,0.22903170571616108
2023-06,4,0.0984180436250868
2023-06,5,0.028918504989393377
2023-06,6,0.12625210467737794
2023-06,7,0.056067654081409395
2023-06,8,0.04042883098846114
2023-06,9,0.00039953197682714533
2023-06,10,0.0003281869809651551
2023-06,11,0.01083968303796505
2023-06,12,0.004409120744270997
2023-06,13,0.03132520951647118
2023-06,14,0.034321699342674775
2023-06,15,0.027358427746544525
2023-06,16,0.023448721973307458
2023-06,17,0.027615269731647688
2023-06,18,0.015990791739200746
2023-06,19,0.015381981107845095
2023-06,20,0.023467747305537322
2023-06,21,0.021959989726320597
2023-06,22,0.002092786545285047
2023-06,23,0.009821827763667324
2023-06,24,0.011405686671803507
2023-06,25,0.008276019519990867
2023-06,26,0.005840776994568268
2023-06,27,0.006658866280452423
2023-06,28,0.002420973526250202
2023-06,29,0.0026492775130085707
2023-06,30,0.001745574232090028
2023-07,0,0.4420870360947749
2023-07,1,0.056778962398482215
2023-07,2,0.0008164810848548676
2023-07,3,0.017800865391062886
2023-07,4,0.05759544348333708
2023-07,5,0.09951602787868748
2023-07,6,0.016203402398955534
2023-07,7,0.04772272775680697
2023-07,8,0.03710452930062676
2023-07,9,5.916529600397591e-05
2023-07,10,0.018715955302591045
2023-07,11,0.0026190504364426667
2023-07,12,0.028632058912857406
2023-07,13,0.028064072071219238
2023-07,14,0.02695176450634449
2023-07,15,0.005971750543334635
2023-07,16,0.018396462704169576
2023-07,17,0.015722191324789865
2023-07,18,0.0022048933644148354
2023-07,19,0.003021374449269703
2023-07,20,0.013939343738536725
2023-07,21,0.011505677896239849
2023-07,22,0.010858803993263045
2023-07,23,0.006780342922055639
2023-07,24,0.009367838533962851
2023-07,25,0.006591013974842916
2023-07,26,0.004827888153924434
2023-07,27,0.0042835674306878554
2023-07,28,0.0017197379371822331
2023-07,29,0.002875433385793229
2023-07,30,0.0012661373344850845
2023-08,0,0.4570233963560556
2023-08,1,0.05938294209274998
2023-08,2,0.00015225394396274072
2023-08,3,0.019550967983728348
2023-08,4,0.05422192378714118
2023-08,5,0.11156700539915909
2023-08,6,0.012242778673516792
2023-08,7,0.050634196235814034
2023-08,8,0.03880133202681231
2023-08,9,3.903947281095916e-06
2023-08,10,0.003107542035752349
2023-08,11,0.0029591920390707044
2023-08,12,0.0322114690163224
2023-08,13,0.02516874812122537
2023-08,14,0.027515020437164018
2023-08,15,0.004188935432615918
2023-08,16,0.017274966718849427
2023-08,17,0.01321095759922858
2023-08,18,0.0018348552221150805
2023-08,19,0.002935768355384129
2023-08,20,0.01291425760586529
2023-08,21,0.008092882713711834
2023-08,22,0.010837357652322263
2023-08,23,0.00587934460533045
2023-08,24,0.005820785396114011
2023-08,25,0.007960148506154573
2023-08,26,0.004419268322200577
2023-08,27,0.004106952539712903
2023-08,28,0.001905126273174807
2023-08,29,0.002510238101744674
2023-08,30,0.0015654828597194623
2023-09,0,0.0321330201065127
2023-09,1,0.10426089768313444
2023-09,2,0.00878905108635944
2023-09,3,0.39492681634545335
2023-09,4,0.07019163715555764
2023-09,5,0.021247998503991304
2023-09,6,0.06095456263172863
2023-09,7,0.11208767234292882
2023-09,8,0.03810536732078088
2023-09,9,5.064612771395067e-05
2023-09,10,0.0026452862090594236
2023-09,11,0.0034166656927026723
2023-09,12,0.003268623165538816
2023-09,13,0.022221962498490355
2023-09,14,0.024251703463026377
2023-09,15,0.008278693953241937
2023-09,16,0.01728980883034716
2023-09,17,0.014399083694673975
2023-09,18,0.002832287296003241
2023-09,19,0.003993252377446111
2023-09,20,0.012490114265455834
2023-09,21,0.008333235936933884
2023-09,22,0.001402508152078634
2023-09,23,0.0056022408963585435
2023-09,24,0.006615163450637557
2023-09,25,0.005773658559390376
2023-09,26,0.0047763194290233475
2023-09,27,0.0040166275133140875
2023-09,28,0.0017726144699882734
2023-09,29,0.0023180343069077423
2023-09,30,0.001554446535220486
2023-10,0,0.1307706465722576
2023-10,1,0.12397687410679485
2023-10,2,0.0020679052444675414
2023-10,3,0.04215928283746914
2023-10,4,0.08866549737993157
2023-10,5,0.08271079641418734
2023-10,6,0.05042007708631068
2023-10,7,0.08282447706898792
2023-10,8,0.053722229440041576
2023-10,9,1.0826729028625872e-05
2023-10,10,0.04917500324801871
2023-10,11,0.005099389372482785
2023-10,12,0.036334502620068425
2023-10,13,0.03957710796414187
2023-10,14,0.04120111731843575
2023-10,15,0.009668269022562903
2023-10,16,0.02510177125286908
2023-10,17,0.024446754146637217
2023-10,18,0.0032263652505305097
2023-10,19,0.005148109653111602
2023-10,20,0.022091940582911092
2023-10,21,0.013089515395608679
2023-10,22,0.018004850374604826
2023-10,23,0.010799662206054307
2023-10,24,0.009300160235589624
2023-10,25,0.0056244857303711406
2023-10,26,0.007421722749123035
2023-10,27,0.007427136113637348
2023-10,28,0.003107271231215625
2023-10,29,0.003188471698930319
2023-10,30,0.003637780953618293
2023-11,0,0.005348613875868912
2023-11,1,0.009205848496219084
2023-11,2,0.36546741543021044
2023-11,3,0.035554608648091734
2023-11,4,0.027382231917424015
2023-11,5,0.0029255200747915567
2023-11,6,0.11533226912240757
2023-11,7,0.014990110470181955
2023-11,8,0.013495551301538442
2023-11,9,0.08111640389984545
2023-11,10,0.0006773214955767408
2023-11,11,0.06224043959119037
2023-11,12,0.0008967355011861075
2023-11,13,0.011358649681690695
2023-11,14,0.00816601690441817
2023-11,15,0.0664379249158913
2023-11,16,0.012967685722826052
2023-11,17,0.013756304177769864
2023-11,18,0.04746974312661778
2023-11,19,0.03148113993525697
2023-11,20,0.012592455974102787
2023-11,21,0.0289880880454346
2023-11,22,0.0006614219299528736
2023-11,23,0.00649656251391212
2023-11,24,0.01077036575360761
2023-11,25,0.0026520475460610417
2023-11,26,0.0034247664353809853
2023-11,27,0.0021400815329725193
2023-11,28,0.0026584073723105884
2023-11,29,0.0026297881541876276
2023-11,30,0.000715480453074022
2023-12,0,2.9092517113673193e-06
2023-12,1,0.001058967622937704
2023-12,2,0.1850458643532297
2023-12,3,0.01115698031309367
2023-12,4,0.009268875952416279
2023-12,5,9.600530647512154e-05
2023-12,6,0.06382316404397625
2023-12,7,0.0031128993311630316
2023-12,8,0.0043027832811122655
2023-12,9,0.22351489973263977
2023-12,10,0.00012509782358879472
2023-12,11,0.15883641568552154
2023-12,12,0.0001803736061047738
2023-12,13,0.004654802738187711
2023-12,14,0.0027783353843557896
2023-12,15,0.06273510390392487
2023-12,16,0.009920548335762558
2023-12,17,0.022014307699916504
2023-12,18,0.06951075113969936
2023-12,19,0.08313768615574388
2023-12,20,0.013187638007628058
2023-12,21,0.040421143277737534
2023-12,22,2.0364761979571234e-05
2023-12,23,0.007980077444280557
2023-12,24,0.010324934323642615
2023-12,25,0.0020364761979571235
2023-12,26,0.003165265861967643
2023-12,27,0.0016786382374589432
2023-12,28,0.0030954438208948276
2023-12,29,0.002205212797216428
2023-12,30,0.0006080336076757697
2024-01,0,1.0147202078146986e-05
2024-01,1,0.008631886567810368
2024-01,2,0.21808366706353502
2024-01,3,0.13589809503192987
2024-01,4,0.0632339809503193
2024-01,5,1.6912003463578308e-05
2024-01,6,0.15843841324818703
2024-01,7,0.02516844355449724
2024-01,8,0.01435490853988527
2024-01,9,0.04270280874553523
2024-01,10,0.00010485442147418552
2024-01,11,0.059712901829202296
2024-01,12,0.00025368005195367465
2024-01,13,0.011361483926831908
2024-01,14,0.013512690767399069
2024-01,15,0.05331678211927698
2024-01,16,0.018647175018941444
2024-01,17,0.019394685572031604
2024-01,18,0.0388299599523758
2024-01,19,0.033492531659270484
2024-01,20,0.015914195259227187
2024-01,21,0.03083058231410326
2024-01,22,2.029440415629397e-05
2024-01,23,0.00963645957354692
2024-01,24,0.00870968178374283
2024-01,25,0.0025570949236930402
2024-01,26,0.005990231626799437
2024-01,27,0.003774759173070679
2024-01,28,0.003652992748132915
2024-01,29,0.0025165061153804525
2024-01,30,0.0012311938521485009
2024-02,0,0.00857565629299056
2024-02,1,0.12127415153477773
2024-02,2,0.05138302549532216
2024-02,3,0.149416864827045
2024-02,4,0.10584837067257917
2024-02,5,0.030898836566144595
2024-02,6,0.09968373130870944
2024-02,7,0.06301263656519909
2024-02,8,0.034056795994875405
2024-02,9,0.013359870277834245
2024-02,10,0.00031674143970803056
2024-02,11,0.01622945317190551
2024-02,12,0.0063301013099858645
2024-02,13,0.033555682672352254
2024-02,14,0.048333798202610516
2024-02,15,0.023126852582860978
2024-02,16,0.026767015397415956
2024-02,17,0.030364630854398215
2024-02,18,0.014248637302686629
2024-02,19,0.011393236861139607
2024-02,20,0.025022573736934416
2024-02,21,0.033068751802353344
2024-02,22,0.0014182452524240175
2024-02,23,0.012055084645604149
2024-02,24,0.009024767289591498
2024-02,25,0.00428782814649528
2024-02,26,0.007072316325421101
2024-02,27,0.008301462210855249
2024-02,28,0.005365694538337533
2024-02,29,0.004032544001058957
2024-02,30,0.0021746427203834934
2024-03,0,0.024826720327468483
2024-03,1,0.10704642003336601
2024-03,2,0.026593915002665842
2024-03,3,0.10685293156527871
2024-03,4,0.11374112102918665
2024-03,5,0.051136852243606284
2024-03,6,0.11778717988407891
2024-03,7,0.07529281254837211
2024-03,8,0.03479352630583217
2024-03,9,0.0004041759111156975
2024-03,10,0.00048157129835061833
2024-03,11,0.0072192697315240015
2024-03,12,0.00972602032918838
2024-03,13,0.040284299055776275
2024-03,14,0.049004179350910684
2024-03,15,0.02380338131847342
2024-03,16,0.03055397898285262
2024-03,17,0.02819341967218754
2024-03,18,0.011961887071530538
2024-03,19,0.009459436217601432
2024-03,20,0.03102265104999742
2024-03,21,0.04052078496121631
2024-03,22,0.002093975199078135
2024-03,23,0.01485561460536952
2024-03,24,0.011471716285709371
2024-03,25,0.004725418365065442
2024-03,26,0.009476635192542524
2024-03,27,0.005959444817088901
2024-03,28,0.0050478991452109455
2024-03,29,0.003620384225100184
2024-03,30,0.0020423782742548546
2024-04,0,0.02943128322468702
2024-04,1,0.05578636655859642
2024-04,2,0.055693043640561594
2024-04,3,0.03480599202261871
2024-04,4,0.05573106408864986
2024-04,5,0.036202379388769454
2024-04,6,0.09291160591459915
2024-04,7,0.058544577247181304
2024-04,8,0.015218548448420077
2024-04,9,0.027267574088027706
2024-04,10,0.0020980374535977714
2024-04,11,0.1516531982109651
2024-04,12,0.008488929136797572
2024-04,13,0.021823737202662813
2024-04,14,0.030132933312134052
2024-04,15,0.09446353147747462
2024-04,16,0.025473700219136038
2024-04,17,0.02297817626279734
2024-04,18,0.046658002613041705
2024-04,19,0.035981169508983196
2024-04,20,0.019072439322821256
2024-04,21,0.039022805356044216
2024-04,22,0.002274314076552444
2024-04,23,0.008357585770674483
2024-04,24,0.010037398295301364
2024-04,25,0.0023192473333840274
2024-04,26,0.00679183459031239
2024-04,27,0.0034183839235719863
2024-04,28,0.004095839180417395
2024-04,29,0.0021879039672609377
2024-04,30,0.0010783981639579977
2024-05,0,0.0030952518396956427
2024-05,1,0.08525137238408612
2024-05,2,0.0009758564858720721
2024-05,3,0.015066674363562894
2024-05,4,0.047715258821880074
2024-05,5,0.2681763578836834
2024-05,6,0.0337481410621167
2024-05,7,0.3098660465167421
2024-05,8,0.01751593669852632
2024-05,9,0.00039034259434882884
2024-05,10,0.0009703587028530745
2024-05,11,0.009340733349276905
2024-05,12,0.005341096202956158
2024-05,13,0.018120692830616052
2024-05,14,0.030798580472424494
2024-05,15,0.017661627948529754
2024-05,16,0.022183554481655272
2024-05,17,0.01347781507107259
2024-05,18,0.003290423136870057
2024-05,19,0.002556469103833879
2024-05,20,0.011108270589884629
2024-05,21,0.013807682052212446
2024-05,22,0.04890277995398356
2024-05,23,0.004868286863322365
2024-05,24,0.00362578790102891
2024-05,25,0.0021991132075990356
2024-05,26,0.003532325589705951
2024-05,27,0.002625191391571349
2024-05,28,0.0015036436556958408
2024-05,29,0.0014898991981483467
2024-05,30,0.0007944296462451516
2024-06,0,0.002767877673028282
2024-06,1,0.11865371349735572
2024-06,2,0.006817659232007358
2024-06,3,0.020085077029202116
2024-06,4,0.04841917682225799
2024-06,5,0.16443722694872384
2024-06,6,0.07392791446309496
2024-06,7,0.3269774660841573
2024-06,8,0.015995056334789606
2024-06,9,0.00014658542193607727
2024-06,10,0.0007156817659232008
2024-06,11,0.00986433662911014
2024-06,12,0.007300528857208554
2024-06,13,0.01547769602207404
2024-06,14,0.027345366750977235
2024-06,15,0.031748677856978616
2024-06,16,0.023838813520349507
2024-06,17,0.01343124856288802
2024-06,18,0.006093354794205565
2024-06,19,0.005302943205334559
2024-06,20,0.010557024603357093
2024-06,21,0.015285123016785468
2024-06,22,0.036554380317314325
2024-06,23,0.004851690043688205
2024-06,24,0.0029058404230857668
2024-06,25,0.0019056104851690044
2024-06,26,0.0025005748447919063
2024-06,27,0.0021269257300528858
2024-06,28,0.0016210623131754425
2024-06,29,0.0013307656932628191
2024-06,30,0.0010146010577144172
2024-07,0,0.02849471611808584
2024-07,1,0.011204345181104828
2024-07,2,7.187208821785456e-05
2024-07,3,0.0021304940436006887
2024-07,4,0.014977629812542193
2024-07,5,0.1345111799600083
2024-07,6,0.004438101447452519
2024-07,7,0.058924844897466765
2024-07,8,0.0161096152019734
2024-07,9,2.566860293494806e-06
2024-07,10,0.3616090107063743
2024-07,11,0.0010960493453222823
2024-07,12,0.03937820376250382
2024-07,13,0.01990086785546523
2024-07,14,0.01943626614234267
2024-07,15,0.002007284749512938
2024-07,16,0.014667039717029321
2024-07,17,0.013250132835020188
2024-07,18,0.0008188284336248431
2024-07,19,0.0004620348528290651
2024-07,20,0.010364981865132027
2024-07,21,0.009317702865386145
2024-07,22,0.21837563946907063
2024-07,23,0.004833397932650719
2024-07,24,0.00277734283756138
2024-07,25,0.0020560550950893394
2024-07,26,0.0025078225067444253
2024-07,27,0.0025514591317338372
2024-07,28,0.001283430146747403
2024-07,29,0.0014990464114009667
2024-07,30,0.0009420377277125938
2024-08,0,0.04754219349397004
2024-08,1,0.0032495005447374043
2024-08,2,2.16272914791175e-05
2024-08,3,0.0009921519966045152
2024-08,4,0.0061286337228949215
2024-08,5,0.03293025468839128
2024-08,6,0.003319789242044536
2024-08,7,0.011919341016428631
2024-08,8,0.014309156724871114
2024-08,9,2.4330702914007185e-05
2024-08,10,0.5633179509222688
2024-08,11,0.00138414665466352
2024-08,12,0.05463324168768569
2024-08,13,0.019159076839063215
2024-08,14,0.011794984090423706
2024-08,15,0.001608529803759364
2024-08,16,0.01185175573055639
2024-08,17,0.015101256275293793
2024-08,18,0.0008326507219460237
2024-08,19,0.0018248027185505389
2024-08,20,0.01168144081015834
2024-08,21,0.00718026077106701
2024-08,22,0.15976620897911073
2024-08,23,0.004833699645582761
2024-08,24,0.0032359834875629557
2024-08,25,0.001927532353076347
2024-08,26,0.003044041275685788
2024-08,27,0.0025682408631452027
2024-08,28,0.0012246453800050284
2024-08,29,0.001589605923715136
2024-08,30,0.001002965642344074
2024-09,0,0.031456167829512556
2024-09,1,0.0023612890977265178
2024-09,3,0.0009136646257534767
2024-09,4,0.004686980872371731
2024-09,5,0.025226636290284304
2024-09,6,0.0027647254259812997
2024-09,7,0.0058972898571360765
2024-09,8,0.012162418719445631
2024-09,10,0.6166405619630737
2024-09,11,0.0005695571693008686
2024-09,12,0.04607480184156818
2024-09,13,0.01646969481228345
2024-09,14,0.00851962599079216
2024-09,15,0.0010323223693578243
2024-09,16,0.009314632872941288
2024-09,17,0.01298115715031563
2024-09,18,0.0005339598462195643
2024-09,19,0.0003085101333713038
2024-09,20,0.011070767478285634
2024-09,21,0.006490578575157815
2024-09,22,0.1668090559589919
2024-09,23,0.003844510892780863
2024-09,24,0.00299017513882956
2024-09,25,0.00174426883098391
2024-09,26,0.0029189804926669513
2024-09,27,0.0026816650054582564
2024-09,28,0.0010560539180786937
2024-09,29,0.001388295600170867
2024-09,30,0.0010916512411599981
2024-10,0,0.01931279403424524
2024-10,1,0.03755831894626981
2024-10,2,0.00042935444491082445
2024-10,3,0.005552479259762644
2024-10,4,0.019450280667893755
2024-10,5,0.1174645600529673
2024-10,6,0.042218882798761806
2024-10,7,0.15156503190592885
2024-10,8,0.016318090473778357
2024-10,9,0.0004940197683641508
2024-10,10,0.24642585727431002
2024-10,11,0.00676043915328041
2024-10,12,0.02740324159693055
2024-10,13,0.020480265279294484
2024-10,14,0.01793268456342605
2024-10,15,0.024068316875231754
2024-10,16,0.015843878101787296
2024-10,17,0.013852943481050874
2024-10,18,0.002908191843955001
2024-10,19,0.004399572276752437
2024-10,20,0.013319600205181324
2024-10,21,0.00866457077226417
2024-10,22,0.166415336051413
2024-10,23,0.006594697851276163
2024-10,24,0.00436549190358109
2024-10,25,0.001362923641613126
2024-10,26,0.0024599038583934278
2024-10,27,0.0029049877063064126
2024-10,28,0.0013903044542465165
2024-10,29,0.0014835157312963563
2024-10,30,0.0005994650255267821
2024-11,0,0.0876511658327052
