month,profile,share
2024-11,1,0.03643383027213521
2024-11,2,0.0006936491992979491
2024-11,3,0.009533834268046406
2024-11,4,0.026820077780240596
2024-11,5,0.09892783213621072
2024-11,6,0.012329605979249265
2024-11,7,0.09178403090444547
2024-11,8,0.019697792993357565
2024-11,9,0.0001977463743936546
2024-11,10,0.23921880960780986
2024-11,11,0.002383202418858242
2024-11,12,0.07637620718355542
2024-11,13,0.026319051992269107
2024-11,14,0.025528408025565632
2024-11,15,0.0029583404058684567
2024-11,16,0.017276339116930946
2024-11,17,0.01860216195872053
2024-11,18,0.0016741843303587133
2024-11,19,0.0028398291935807225
2024-11,20,0.01326710822054561
2024-11,21,0.011992173478556812
2024-11,22,0.15602564623617612
2024-11,23,0.007477135362003939
2024-11,24,0.0035894894557466496
2024-11,25,0.002279035503158648
2024-11,26,0.0032377126584660553
2024-11,27,0.0018705645812677832
2024-11,28,0.00121960674086311
2024-11,29,0.000768785990950115
2024-11,30,0.0010266417986655022
2024-12,0,0.07377413156333133
2024-12,1,0.02318588732559382
2024-12,2,0.00044047327847615027
2024-12,3,0.028601249155386897
2024-12,4,0.042236692005432355
2024-12,5,0.14555562462017566
2024-12,6,0.015661619931035747
2024-12,7,0.06234329101063352
2024-12,8,0.03142966893849517
2024-12,10,0.14932625475632885
2024-12,11,0.0012905643468854515
2024-12,12,0.12975895602914012
2024-12,13,0.03560186760670074
2024-12,14,0.04095328255444093
2024-12,15,0.006288706309857971
2024-12,16,0.02534800742857066
2024-12,17,0.023410819365262354
2024-12,18,0.0014028067762230287
2024-12,19,0.0009149323124489375
2024-12,20,0.0191111741139444
2024-12,21,0.017456157257456854
2024-12,22,0.08919382657695023
2024-12,23,0.011023458667731552
2024-12,24,0.005911732732441327
2024-12,25,0.004650235150125367
2024-12,26,0.0037133909690009663
2024-12,27,0.005086683799661126
2024-12,28,0.002821264887214246
2024-12,29,0.001592411517414793
2024-12,30,0.0019148290136394674
2025-01,0,0.17346628044459397
2025-01,1,0.004691808696011775
2025-01,3,0.003626941057273525
2025-01,4,0.009118105381482017
2025-01,5,0.06956884608950151
2025-01,6,0.002889616553663502
2025-01,7,0.01747632948677703
2025-01,8,0.02382089170681459
2025-01,10,0.22109443580812455
2025-01,11,0.0009102597600335343
2025-01,12,0.18283814951756702
2025-01,13,0.035096928331494325
2025-01,14,0.01988285516108355
2025-01,15,0.0025559642926290104
2025-01,16,0.02181004941812925
2025-01,17,0.023975029652757284
2025-01,18,0.000938455725754759
2025-01,19,0.00032190394198398095
2025-01,20,0.020435026156457533
2025-01,21,0.010543411448689921
2025-01,22,0.11587930998832686
2025-01,23,0.009244987227227526
2025-01,24,0.007565917468528602
2025-01,25,0.0037923573895047094
2025-01,26,0.004085595433005446
2025-01,27,0.005418324746095328
2025-01,28,0.0033308834172006666
2025-01,29,0.003425809835128789
2025-01,30,0.002195525864159356
2025-02,0,0.2019103865893254
2025-02,1,0.005421777349548821
2025-02,3,0.013531254862544142
2025-02,4,0.016954919366827945
2025-02,5,0.03831738960643245
2025-02,6,0.005312986389860856
2025-02,7,0.012165083129729536
2025-02,8,0.021546678039872973
2025-02,10,0.23950004702716784
2025-02,11,0.0008317523969769118
2025-02,12,0.21395497614617348
2025-02,13,0.027157430920991328
2025-02,14,0.014899593745950138
2025-02,15,0.0012027685782235174
2025-02,16,0.01684352782643031
2025-02,17,0.02456161794261992
2025-02,18,0.0008898320328262634
2025-02,19,0.0005309518948914627
2025-02,20,0.015826700768948373
2025-02,21,0.008810767444370328
2025-02,22,0.08854847287399277
2025-02,23,0.0074034198503192435
2025-02,24,0.007310232374889313
2025-02,25,0.0030669515169403994
2025-02,26,0.0042636520735080145
2025-02,27,0.0023062816593612022
2025-02,28,0.0032476918762626363
2025-02,29,0.0021901223876624985
2025-02,30,0.001492733327351998
2025-03,0,0.10002891050270457
2025-03,1,0.006673706159746959
2025-03,2,5.715420633525799e-06
2025-03,3,0.0018322685980978126
2025-03,4,0.011588491619526353
2025-03,5,0.02594800967620713
2025-03,6,0.009315183062541466
2025-03,7,0.009224212617457848
2025-03,8,0.016694267385476066
2025-03,10,0.25044877959099493
2025-03,11,0.000797301178376849
2025-03,12,0.321680066946627
2025-03,13,0.032280219453100924
2025-03,14,0.015631675432693063
2025-03,15,0.0020770791152338345
2025-03,16,0.017031000917801298
2025-03,17,0.022641638839712458
2025-03,18,0.0007187141446658694
2025-03,19,0.0004896210342720435
2025-03,20,0.014152810343768262
2025-03,21,0.008859378267017784
2025-03,22,0.10270277478908907
2025-03,23,0.006491765269579721
2025-03,24,0.00623076106064871
2025-03,25,0.0037078791359998627
2025-03,26,0.003094423988001427
2025-03,27,0.005025283592027559
2025-03,28,0.0016069857681263375
2025-03,29,0.0018808496734827819
2025-03,30,0.0011402264163883971
2025-04,0,0.10042615476339492
2025-04,1,0.00601702089427515
2025-04,3,0.0002961407065245598
2025-04,4,0.00983501168207485
2025-04,5,0.02405238244980328
2025-04,6,0.0033364895506817122
2025-04,7,0.010331341761640314
2025-04,8,0.013617238791030642
2025-04,10,0.3233180494489558
2025-04,11,0.0007135290071784681
2025-04,12,0.2703210749689576
2025-04,13,0.02796458000138693
2025-04,14,0.013995810415866164
2025-04,15,0.0020729849456719187
2025-04,16,0.015069156923608345
2025-04,17,0.032769997239218446
2025-04,18,0.0005238070523357826
2025-04,19,0.0005643682978538739
2025-04,20,0.015169033538916334
2025-04,21,0.008170256046133402
2025-04,22,0.09314780997623459
2025-04,23,0.007921654863925744
2025-04,24,0.00648412943137059
2025-04,25,0.0024681299826546156
2025-04,26,0.004110206212499929
2025-04,27,0.0024977876675495642
2025-04,28,0.0018352873240874044
2025-04,29,0.0018008320725182733
2025-04,30,0.001169733983650765
2025-05,0,0.05042681416821401
2025-05,1,0.00715321165303987
2025-05,2,0.000693004084613058
2025-05,3,0.0004644497713967458
2025-05,4,0.009942846739405993
2025-05,5,0.03003702873519903
2025-05,6,0.011196224889613651
2025-05,7,0.009833708384272723
2025-05,8,0.015467303029739466
2025-05,10,0.4044564665209531
2025-05,11,0.0005075178218529246
2025-05,12,0.19260276868835274
2025-05,13,0.027655561308838054
2025-05,14,0.02315690767482447
2025-05,15,0.002508713939072412
2025-05,16,0.019743275266508032
2025-05,17,0.020045241029365557
2025-05,18,0.0012254817993439951
2025-05,19,0.0008970879146156323
2025-05,20,0.0157536076833402
2025-05,21,0.008246063433365406
2025-05,22,0.11283633455653122
2025-05,23,0.008457488408332102
2025-05,24,0.007076374335748733
2025-05,25,0.0029012204898207685
2025-05,26,0.005050218325651233
2025-05,27,0.005570950208439575
2025-05,28,0.0017393619468324916
2025-05,29,0.0017457242724680637
2025-05,30,0.0026090429202487372
2025-06,0,0.05114563225663688
2025-06,1,0.0036027591716062436
2025-06,4,0.00595207928880129
2025-06,5,0.032760019609446855
2025-06,6,0.0010803259744384737
2025-06,7,0.01090963647758537
2025-06,8,0.015054816633106146
2025-06,10,0.3803500095588527
2025-06,11,0.0001992054862294817
2025-06,12,0.2196052319288761
2025-06,13,0.03413037271497007
2025-06,14,0.03087986102783006
2025-06,15,0.0011003970561744418
2025-06,16,0.015612290928322654
2025-06,17,0.02313593591705023
2025-06,18,0.0006869327724135024
2025-06,19,0.00040443229697975376
2025-06,20,0.018909969657542186
2025-06,21,0.007508591677425603
2025-06,22,0.10995038930371911
2025-06,23,0.011474135651409466
2025-06,24,0.004916411471225345
2025-06,25,0.004225966259508048
2025-06,26,0.005468867996007862
2025-06,27,0.005482917753223039
2025-06,28,0.001336232266572065
2025-06,29,0.0016789459872137173
2025-06,30,0.002437632876833305
2025-07,0,0.049686855241689525
2025-07,1,0.003679924468964977
2025-07,2,7.406672731057328e-05
2025-07,3,0.0025076269573941793
2025-07,4,0.009395832597277495
2025-07,5,0.02122990780395133
2025-07,6,0.0030835596128608784
2025-07,7,0.0096857144438206
2025-07,8,0.01198689104060772
2025-07,10,0.30324365441827184
2025-07,11,0.0006657492041019346
2025-07,12,0.3333598668161055
2025-07,13,0.026185993471060556
2025-07,14,0.019423360730927923
2025-07,15,0.0010748188876965375
2025-07,16,0.011524186830339945
2025-07,17,0.023228432428796974
2025-07,18,0.0007010798843707712
2025-07,19,0.00022347719447155732
2025-07,20,0.01622955236879441
2025-07,21,0.010354869014695435
2025-07,22,0.1112082113608995
2025-07,23,0.010199073484835262
2025-07,24,0.006089647131638283
2025-07,25,0.0033593943214657723
2025-07,26,0.004217546748236552
2025-07,27,0.0030026821520045053
2025-07,28,0.0019095594179036304
2025-07,29,0.0010113939315512766
2025-07,30,0.0014570713079545535
2025-08,0,0.02258684686555135
2025-08,1,0.003287997521638661
2025-08,3,0.0003461695339748845
2025-08,4,0.005614322182069644
2025-08,5,0.0250431383640036
2025-08,6,0.00413032976428593
2025-08,7,0.011099086226866514
2025-08,8,0.008436809551173012
2025-08,10,0.3955136101436256
2025-08,11,0.0008721673972873714
2025-08,12,0.29979875575144127
2025-08,13,0.022210842176936363
2025-08,14,0.01539943550252618
2025-08,15,0.0007180872151049258
2025-08,16,0.011924253038077013
2025-08,17,0.01859384055275959
2025-08,18,0.000861541177826513
2025-08,19,0.00014386266347008188
2025-08,20,0.017084917389317705
2025-08,21,0.0059727527384993645
2025-08,22,0.100464774491188
2025-08,23,0.007367239692362772
2025-08,24,0.004594205113827246
2025-08,25,0.0031433174566715904
2025-08,26,0.006853911552253617
2025-08,27,0.002607919476143729
2025-08,28,0.0020831477150767253
2025-08,29,0.0009588119559682161
2025-08,30,0.0022879067900724954
2025-09,0,0.025933222717806702
2025-09,1,0.0018464302773695885
2025-09,2,8.903734934351377e-05
2025-09,3,0.005064911511835946
2025-09,4,0.0047846628057055425
2025-09,5,0.015758881019463055
2025-09,6,0.0026941096319801723
2025-09,7,0.006647513905699959
2025-09,8,0.0056597101980241735
2025-09,10,0.5734038139367535
2025-09,11,0.00026565241935277875
2025-09,12,0.15264942674908216
2025-09,13,0.019522168657904272
2025-09,14,0.008936211672431593
2025-09,15,0.00028462759216369153
2025-09,16,0.007983439053022106
2025-09,17,0.015523150988004407
2025-09,18,0.0001404892602346426
2025-09,19,4.853265353560382e-05
2025-09,20,0.016351125355465197
2025-09,21,0.005126215916301973
2025-09,22,0.10663901156865199
2025-09,23,0.007302887182015332
2025-09,24,0.0024682320940964224
2025-09,25,0.00401835774988022
2025-09,26,0.0040063158132886785
2025-09,27,0.0032316178925662206
2025-09,28,0.0011363209256381225
2025-09,29,0.000919566066990388
2025-09,30,0.0015643570353919814
2025-10,0,0.020001114489961627
2025-10,1,0.001604865544746772
2025-10,3,4.577369485264851e-05
2025-10,4,0.004693992899106816
2025-10,5,0.022189097103918226
2025-10,6,0.0010878218089764205
2025-10,7,0.004802257638236558
2025-10,8,0.00807726599691127
2025-10,10,0.43579662150328774
2025-10,11,0.00011542931745450493
2025-10,12,0.27408651626359276
2025-10,13,0.023100590679679664
2025-10,14,0.011942157970991418
2025-10,15,0.000171949879794297
2025-10,16,0.01133834323106561
2025-10,17,0.02109490678087535
2025-10,19,0.00010348835357990098
2025-10,20,0.018086977980862614
2025-10,21,0.0049236574376283655
2025-10,22,0.11111982359216035
2025-10,23,0.008104332181693706
2025-10,24,0.005429158241653266
2025-10,25,0.0031066407680427964
2025-10,26,0.0033892435797417565
2025-10,27,0.0022548520116543805
2025-10,28,0.0013771911668709897
2025-10,29,0.0010758808451018166
2025-10,30,0.0008800490375583118
2025-11,0,0.02214389524675889
2025-11,1,0.0017805340941295254
2025-11,4,0.003955594884290071
2025-11,5,0.014379361998692898
2025-11,6,0.0017470716204347476
2025-11,7,0.005384566446144833
2025-11,8,0.007158490668927242
2025-11,10,0.36505575839598253
2025-11,11,7.229546785908745e-05
2025-11,12,0.3511651137600171
2025-11,13,0.022053422632695233
2025-11,14,0.010867041611618833
2025-11,15,0.00048623866097226244
2025-11,16,0.01240094488110907
2025-11,17,0.019476812158197354
2025-11,18,0.00019912237433188657
2025-11,19,4.1311695919478546e-07
2025-11,20,0.01729266279493452
2025-11,21,0.004490581346447318
2025-11,22,0.10986432412826125
2025-11,23,0.010326271512032857
2025-11,24,0.0036891344456094336
2025-11,25,0.0036441046970572028
2025-11,26,0.004650457609655699
2025-11,27,0.003022776790428245
2025-11,28,0.0024563934393721943
2025-11,29,0.0010695598073552995
2025-11,30,0.0011670554097252689
2025-12,0,0.021057247875276595
2025-12,1,0.0011229607318281908
2025-12,2,3.4683069960376515e-05
2025-12,3,8.054179579687436e-05
2025-12,4,0.002786206620150247
2025-12,5,0.009825328352330662
2025-12,6,0.003227066976091033
2025-12,7,0.004656009458458545
2025-12,8,0.005512295919035842
2025-12,10,0.45993103464222096
2025-12,11,0.0002551132479307695
2025-12,12,0.27687687433090574
2025-12,13,0.02103990634029641
2025-12,14,0.008641094196905808
2025-12,15,0.000739134757600024
2025-12,16,0.009387936303385917
2025-12,17,0.01889109747252908
2025-12,18,0.0007672665810123295
2025-12,20,0.014206185455770222
2025-12,21,0.006948560382839434
2025-12,22,0.10472475901046888
2025-12,23,0.009606054276692283
2025-12,24,0.003921499110186572
2025-12,25,0.003037851561084979
2025-12,26,0.005164694484544068
2025-12,27,0.003531121889410334
2025-12,28,0.001335298193474496
2025-12,29,0.0013514836261226716
2025-12,30,0.0013406933376905546
2026-01,0,0.01861710506989291
2026-01,1,0.00210293323464324
2026-01,2,0.00018548767505399333
2026-01,4,0.0029087839951648952
2026-01,5,0.009997253184907694
2026-01,6,0.0018886017823679321
2026-01,7,0.004616335606666729
2026-01,8,0.007682651000501882
2026-01,10,0.391612850834628
2026-01,11,1.8637517589157225e-05
2026-01,12,0.32130237197911354
2026-01,13,0.02102489484224451
2026-01,14,0.007389331973682051
2026-01,15,0.00026048149582941167
2026-01,16,0.010194722121269002
2026-01,17,0.020210612823765853
2026-01,18,1.3312512563683732e-06
2026-01,19,6.92250653311554e-05
2026-01,20,0.015003201659271567
2026-01,21,0.006121093276781779
2026-01,22,0.12957423478568408
2026-01,23,0.008007920057474555
2026-01,24,0.005846855517969895
2026-01,25,0.0032802030956916714
2026-01,26,0.003784747321855285
2026-01,27,0.002926534011916474
2026-01,28,0.0018375704842071446
2026-01,29,0.0014413013602281588
2026-01,30,0.0020927269750110828
2026-02,0,0.013826902686383539
2026-02,1,0.0012723696670956463
2026-02,2,9.672275777221992e-05
2026-02,3,0.00012869387854211689
2026-02,4,0.0042424463168459475
2026-02,5,0.007295486001505476
2026-02,6,0.0027126888926660674
2026-02,7,0.004201976543719496
2026-02,8,0.006214133663566682
2026-02,10,0.3717998526900258
2026-02,11,0.00041683866320245405
2026-02,12,0.3481124897813823
2026-02,13,0.020999765275315867
2026-02,14,0.008710309270006232
2026-02,15,0.0006260673902662102
2026-02,16,0.010743105974147907
2026-02,17,0.016695400205586446
2026-02,18,0.0009194732454329861
2026-02,19,0.00015783211519316222
2026-02,20,0.01153226655011372
2026-02,21,0.005668601121822111
2026-02,22,0.13631474151955902
2026-02,23,0.008127544536985325
2026-02,24,0.005465038162996058
2026-02,25,0.003932852552428591
2026-02,26,0.00313924030141887
2026-02,27,0.0029215129219985593
2026-02,28,0.001391755497818679
2026-02,29,0.0010663785218820063
2026-02,30,0.0012675132943204721
2026-03,0,0.014506046495601782
2026-03,1,0.0016198143936145232
2026-03,3,0.00010411754946239017
2026-03,4,0.0014456609385785108
2026-03,5,0.010378422349468681
2026-03,6,0.0005198387001935163
2026-03,7,0.005523098927776503
2026-03,8,0.005243329829041231
2026-03,10,0.5029772750339974
2026-03,11,0.0002202198528197317
2026-03,12,0.26090734324597326
2026-03,13,0.018318321804873975
2026-03,14,0.006933554651788593
2026-03,15,0.00041384853293504
2026-03,16,0.008262738763450546
2026-03,17,0.02349873167596671
2026-03,18,0.0001741534550360123
2026-03,19,6.366900506692924e-06
2026-03,20,0.010722609500389318
2026-03,21,0.005546693912007189
2026-03,22,0.10113446931322492
2026-03,23,0.0071575197402004975
2026-03,24,0.0034085389124360174
2026-03,25,0.0022044456695526206
2026-03,26,0.003185697394701765
2026-03,27,0.0026164215846915745
2026-03,28,0.0011351809079874265
2026-03,29,0.0006119714957609552
2026-03,30,0.0012235684679626929
2026-04,0,0.009531757250424945
2026-04,1,0.002079844433787696
2026-04,2,0.0001267929909838885
2026-04,4,0.0025496689573096783
2026-04,5,0.007487691036865376
2026-04,6,0.0015547833597380782
2026-04,7,0.0049913755658607985
2026-04,8,0.003780565270772081
2026-04,10,0.6872939613896512
2026-04,11,0.00021498316540585055
2026-04,12,0.12073391800385148
2026-04,13,0.014876207358010679
2026-04,14,0.004277694225520792
2026-04,15,0.00030788100038414506
2026-04,16,0.006764594375412705
2026-04,17,0.0169356519293876
2026-04,18,0.0002852842297137491
2026-04,19,0.00016068814698948244
2026-04,20,0.00988294872792735
2026-04,21,0.003020121168905839
2026-04,22,0.08514306266586656
2026-04,23,0.005750564291578685
2026-04,24,0.0033160760958806084
2026-04,25,0.0024128329571389477
2026-04,26,0.0022016159201781625
2026-04,27,0.0011791120473427451
2026-04,28,0.0014810300110222026
2026-04,29,0.0004117633766605488
2026-04,30,0.0012475300474281109
2026-05,0,0.025293567696330982
2026-05,1,0.001396948757795014
2026-05,2,5.911046460825182e-05
2026-05,3,0.00010337192361443073
2026-05,4,0.0019697777046749814
2026-05,5,0.010287505304236135
2026-05,6,0.0015071740686104017
2026-05,7,0.0034178413086771308
2026-05,8,0.003746518336523014
2026-05,10,0.7326833466688827
2026-05,11,0.00022787512443181137
2026-05,12,0.08367300433648076
2026-05,13,0.014074001732764732
2026-05,14,0.00499297813369702
2026-05,15,0.00035551946104963054
2026-05,16,0.004607760661443244
2026-05,17,0.013231606222647133
2026-05,18,0.0007001877256977463
2026-05,19,9.537630521331453e-05
2026-05,20,0.00908445029266819
2026-05,21,0.004525234457231723
2026-05,22,0.06618030462163878
2026-05,23,0.005429024894357893
2026-05,24,0.003405847881075457
2026-05,25,0.0026870988983751193
2026-05,26,0.002282177937918592
2026-05,27,0.001538014311014707
2026-05,28,0.0015180252650119164
2026-05,29,0.0003558050188496704
2026-05,30,0.000570544484479648
2026-06,0,0.014873583929873547
2026-06,1,0.0034100281020024055
2026-06,4,0.002688087633374476
2026-06,5,0.015532455249755172
2026-06,6,0.0016832753231354545
2026-06,7,0.0031113218783656448
2026-06,8,0.002832475727100062
2026-06,10,0.747544664363435
2026-06,11,9.983712056862072e-05
2026-06,12,0.07034437633870978
2026-06,13,0.01654907625167435
2026-06,14,0.006982157335250636
2026-06,15,0.00030031649977496394
2026-06,16,0.006535842465611882
2026-06,17,0.012070361552617518
2026-06,18,0.00015163433634750187
2026-06,19,0.00010627822512143494
2026-06,20,0.008816798615377226
2026-06,21,0.0032422910042728677
2026-06,22,0.06524006935996085
2026-06,23,0.005887169561272215
2026-06,24,0.002649172626701223
2026-06,25,0.0023974327904287334
2026-06,26,0.0020890649099627517
2026-06,27,0.0022624379741760015
2026-06,28,0.0012315928663693561
2026-06,29,0.0006435736965686894
2026-06,30,0.000724624262191602
2026-07,0,0.01205893869930649
2026-07,1,0.0038094187084548514
2026-07,3,0.00017166507929780453
2026-07,4,0.0030398580191182654
2026-07,5,0.01579185449198732
2026-07,6,0.0010449178739866363
2026-07,7,0.004855669385852185
2026-07,8,0.002835139415235169
2026-07,10,0.6857142933303052
2026-07,11,0.00018472655272263745
2026-07,12,0.0686436406218221
2026-07,13,0.014167433695029522
2026-07,14,0.008578455872611716
2026-07,15,0.0003902448386521519
2026-07,16,0.007123301108812469
2026-07,17,0.012764791385611747
2026-07,18,9.196343533810957e-05
2026-07,20,0.009350149047405418
2026-07,21,0.0043462719222837004
2026-07,22,0.12870269447534327
2026-07,23,0.004086108696515598
2026-07,24,0.0024470270620401326
2026-07,25,0.002247906232481965
2026-07,26,0.003002806084300882
2026-07,27,0.001697458423864005
2026-07,28,0.0017744944610023055
2026-07,29,0.0004923375799115605
2026-07,30,0.0005864335007067856
2026-08,0,0.0075392796496800895
2026-08,1,0.0021495969032386524
2026-08,2,5.0317772967831526e-05
2026-08,3,0.00017584167972629298
2026-08,4,0.0023776500355605986
2026-08,5,0.017475416656860112
2026-08,6,0.0011180825573981058
2026-08,7,0.004550241619994227
2026-08,8,0.0044536639589753246
2026-08,10,0.6568614640794675
2026-08,12,0.06944123195221868
2026-08,13,0.017117511207201827
2026-08,14,0.0104761062267703
2026-08,15,0.0004547536363383053
2026-08,16,0.006413081322448463
2026-08,17,0.014007007155674264
2026-08,18,0.00010956289275253639
2026-08,20,0.008910574225884057
2026-08,21,0.004729329607653928
2026-08,22,0.15369049754268016
2026-08,23,0.00425320444408735
2026-08,24,0.0027112081757183198
2026-08,25,0.002293787080614212
2026-08,26,0.0036748205806184054
2026-08,27,0.0022918934009863905
2026-08,28,0.0012503696056845018
2026-08,29,0.0007033667189051719
2026-08,30,0.000720139309894449
