target,method,positives,base_rate,ap,ap_lift,enrich@0.10,enrich@0.25,enrich@0.50,prec@0.25,clusters@0.25,share@0.25,ap_lift_lo,ap_lift_hi,enrich@0.10_lo,enrich@0.10_hi,enrich@0.25_lo,enrich@0.25_hi,enrich@0.50_lo,enrich@0.50_hi,d_ap_lift,d_ap_lift_lo,d_ap_lift_hi,d_ap_lift_p,d_enrich@0.10,d_enrich@0.10_lo,d_enrich@0.10_hi,d_enrich@0.10_p,d_enrich@0.25,d_enrich@0.25_lo,d_enrich@0.25_hi,d_enrich@0.25_p,d_enrich@0.50,d_enrich@0.50_lo,d_enrich@0.50_hi,d_enrich@0.50_p,d_ap_lift_p_holm
L1:ManyInManyOut,ZSH,5152,0.011290966843842686,0.20493064327185267,18.149636314149618,19.388339439034933,19.388339439034933,16.223869279915554,0.21890260676815768,2.0,0.018110374456843742,16.962241240371224,18.920558276076395,16.081692168330807,20.75438844602845,16.081692168330807,20.522292744163554,15.255738587419359,16.814253401030275,,,,,,,,,,,,,,,,,
L1:ManyInManyOut,K-means++ (K*),5152,0.011290966843842686,0.6377410760311498,56.481848721997025,88.32120804445525,84.74139071189272,84.74139071189272,0.9568009389990815,2.0,0.006377226870267816,53.09516244045812,60.60216008489253,83.56098588120528,94.03314984587377,80.50298190061658,90.25384472034523,74.3402305070705,90.25384472034523,38.33221240784741,35.3420517339515,42.176002391089064,0.001998001998001998,68.93286860542031,64.56838801690112,74.16890415462885,0.001998001998001998,65.35305127285778,61.56165083002051,70.4342580360156,0.001998001998001998,68.51752143197717,57.81013422839273,73.9869558792549,0.001998001998001998,0.00999000999000999
L1:ManyInManyOut,rank-power K-means (K*),5152,0.011290966843842686,0.20705879212172212,18.338424042787423,19.82747927330867,19.82747927330867,16.393751667392518,0.22385926014155907,2.0,0.017718304968455344,17.388364448215142,19.167970236827138,16.804815366759204,21.148405263286058,16.804815366759204,20.964752250893305,15.412884477403674,16.99870985159838,0.18878772863780569,-0.07211879958312163,0.74171050677356,0.15984015984015984,0.4391398342737354,0.14772117486568165,2.9200064916564363,0.03196803196803197,0.4391398342737354,0.1845598123542965,2.5287050349956885,0.005994005994005994,0.16988238747696371,-0.3537849927796185,0.6401330556871829,0.26373626373626374,0.4795204795204795
L1:ManyInManyOut,uniform + refinement,5152,0.011290966843842686,0.45655137948840735,40.43521320488759,88.325066827921,51.201064028018166,23.182094350086302,0.5781145601964714,2.0,0.008992117559638454,37.792133619386995,43.75531819308092,83.56284267947282,94.03994008211656,48.56050877621589,53.977207980505575,22.198991809564987,37.90913728349216,22.28557689073797,19.876790790313137,25.28753174258916,0.001998001998001998,68.93672738888607,64.57651887579057,74.17318212206479,0.001998001998001998,31.812724588983233,29.425085361009558,35.16977294314985,0.001998001998001998,6.958225070170748,6.016499625535108,22.213478776122496,0.001998001998001998,0.00999000999000999
L1:SingleInFanOut,ZSH,9809,0.02149880324839941,0.5980416959135851,27.83799167281535,37.44363418347518,36.063279905763906,30.912511194222724,0.7747249798288921,2.0,0.012735824170004625,26.913403837645806,28.740966371510783,35.64690894886788,38.829440360888185,34.75099470525694,37.31821033052282,26.903555107093187,31.68548390680061,,,,,,,,,,,,,,,,,
L1:SingleInFanOut,K-means++ (K*),9809,0.02149880324839941,0.7530995549494528,35.0569602062057,41.76278295844497,41.13761267462798,41.13761267462798,0.8836314002212793,2.0,0.013253283729391344,33.90026173329905,36.11269927386738,39.75348249354794,43.111471283858855,39.664397772753595,42.4476826875002,39.78285874995678,42.541971944864095,7.218968533390353,6.564171135301788,7.811896871059558,0.001998001998001998,4.31914877496979,2.945258663482714,5.472642720165436,0.001998001998001998,5.074332768864075,4.277885590566715,5.7795636729488145,0.001998001998001998,10.225101480405257,9.50748814960049,14.267524391448925,0.001998001998001998,0.00999000999000999
L1:SingleInFanOut,rank-power K-means (K*),9809,0.02149880324839941,0.6064416666849709,28.229253485111364,38.37931039419528,36.58220224522433,31.285911054818378,0.7858836865292471,2.0,0.012560473449172558,27.296655672973635,29.16128471063951,36.84631344119782,39.818736984093476,35.30566177159639,37.921681102912736,27.123748946394898,32.09329829617297,0.3912618122960154,0.27841155447751104,0.599059505193679,0.001998001998001998,0.9356762107200964,0.6613157740241816,1.9103131127298667,0.001998001998001998,0.5189223394604241,0.38336438701765746,0.8888721828168532,0.001998001998001998,0.37339986059565433,-2.9137706348150054,0.5609595561971162,0.11388611388611389,0.00999000999000999
L1:SingleInFanOut,uniform + refinement,9809,0.02149880324839941,0.6929363460476496,32.25129346068368,42.48151676616297,42.48151676616297,29.697195096901005,0.9126156002537456,1.0,0.0069499223103651605,31.278506582019574,33.27841693178796,41.002137153201524,43.95945702574116,41.002137153201524,43.95945702574116,28.792236257863514,30.67117186729902,4.413301787868328,3.78541655265452,5.031632506132494,0.001998001998001998,5.037882582687786,4.2140698753245935,6.535150415408521,0.001998001998001998,6.4182368603990625,5.5540131546356175,7.291397363702884,0.001998001998001998,-1.2153160973217183,-1.8589883838041574,2.6393592447402874,0.7992007992007992,0.00999000999000999
L1:FanIn,ZSH,30530,0.06690766204055767,0.7854052691631808,11.739821506927074,13.917218280748443,13.482690751182961,12.701058581426926,0.9019427695459898,4.0,0.020281458752759256,11.441990851113497,12.001550329668591,13.317334630629336,14.289154402679134,12.837165239188394,13.890973786263315,11.474073268640131,12.971564492774709,,,,,,,,,,,,,,,,,
L1:FanIn,K-means++ (K*),30530,0.06690766204055767,0.746378259158889,11.155667322393438,14.901246515826763,14.387692992483,12.663958302290165,0.9625941218619367,4.0,0.031805537719946125,10.918460186380473,11.412330196374926,14.5633724554258,15.271256122065555,14.068034047536575,14.744081022563062,12.37003750270882,12.970754556693077,-0.5841541845336362,-0.6996954856642965,-0.3923421991086458,0.001998001998001998,0.9840282350783198,0.814756997700142,1.5261227648960405,0.001998001998001998,0.9050022413000391,0.6703866604662225,1.5480785824543737,0.001998001998001998,-0.037100279136760506,-0.2091795766280425,1.2035878618518847,0.6973026973026973,0.00999000999000999
L1:FanIn,rank-power K-means (K*),30530,0.06690766204055767,0.7827160917369627,11.699696455690356,13.688510256053787,13.505024620146765,12.6569795353422,0.9034272738643462,4.5,0.020372833472165376,11.406135065562983,11.966221395323656,12.972472309508598,14.091223305029187,12.816444830080554,13.900119493634,11.57461326731804,12.951596746393069,-0.040125051236717724,-0.13024943095642055,0.04353596230964997,0.3036963036963037,-0.22870802469465623,-0.8409121323143174,0.1179826840749119,0.15384615384615385,0.022333868963803738,-0.4370316410088421,0.4489271731583956,0.987012987012987,-0.04407904608472535,-0.05885696032565674,0.637264463152061,0.2917082917082917,0.4795204795204795
L1:FanIn,uniform + refinement,30530,0.06690766204055767,0.6885076939765666,10.290667405948295,14.935567071887395,13.692420486647915,13.692420486647915,0.9160840131129162,4.0,0.03969726636831833,10.06801010849334,10.526619707618487,14.604439711208858,15.307098246751567,13.444834726513204,14.962071838845885,13.383050447317196,14.042990405067956,-1.4491541009787792,-1.5756978237327697,-1.2473667623714604,0.001998001998001998,1.0183487911389513,0.8399827943153357,1.547405423677373,0.001998001998001998,0.2097297354649541,-0.007651803132079654,1.4687230325155725,0.055944055944055944,0.9913619052209892,0.8666512887224539,2.2391267395173933,0.001998001998001998,0.00999000999000999
L1:FanOut,ZSH,69087,0.15141037436763954,0.5703267161657601,3.7667533672628126,6.476112014165526,3.383691141891417,3.383691141891417,0.5123224532894495,7.5,0.23620169364093727,3.6970992661885798,3.8317900805485507,5.864204840586947,6.629482487018449,3.336347448652062,3.4361123099020783,3.336347448652062,3.435838362795477,,,,,,,,,,,,,,,,,
L1:FanOut,K-means++ (K*),69087,0.15141037436763954,0.5647708881608688,3.730060645861542,6.600254049781862,4.796559706242069,3.2412197868609676,0.7266866754294216,7.0,0.13782711266741557,3.6476279932927316,3.8194894714142658,6.446292522715371,6.754223901779488,3.212427228899152,6.546005532689786,3.1908468300980095,3.2985093271007275,-0.03669272140127067,-0.07569317912551755,0.019087725920186677,0.1798201798201798,0.12414203561633563,0.1010548345473864,0.6421922059162719,0.001998001998001998,1.4128685643506516,-0.15652711758644447,3.140519142968824,0.1998001998001998,-0.1424713550304495,-0.16892228160233463,-0.11459310300152727,0.001998001998001998,0.1798201798201798
L1:FanOut,rank-power K-means (K*),69087,0.15141037436763954,0.5691318754763597,3.7588639538845774,6.50131518049729,3.37916285957738,3.37916285957738,0.5116368168560183,7.5,0.23627847474671476,3.6907843274146055,3.8246262020977277,5.803943145328056,6.656935760153634,3.332202404202481,3.4315564358667374,3.332202404202481,3.430944202242945,-0.007889413378235233,-0.014387151919001228,-0.0035964991454922606,0.001998001998001998,0.025203166331763782,-0.49255820676371254,0.03596580435469967,0.6573426573426573,-0.004528282314037124,-0.00586207240622576,-0.003374736605628437,0.001998001998001998,-0.004528282314037124,-0.005837751209258079,-0.003374736605628437,0.001998001998001998,0.00999000999000999
L1:FanOut,uniform + refinement,69087,0.15141037436763954,0.49963392028571896,3.299854606566795,6.600263629673504,2.9075455860969,2.9075455860969,0.44022775292596455,6.5,0.2255716499198158,3.2146928296198825,3.393276928890943,6.446619290846591,6.756432773955014,2.854652228570768,4.7673619027648,2.8531032441579947,2.9639573797422973,-0.46689876069601777,-0.5121688890209972,-0.4094880656239884,0.001998001998001998,0.12415161550797826,0.10229749563934531,0.64268490296075,0.001998001998001998,-0.4761455557945169,-0.5123645680955148,1.3585836169241952,0.41358641358641357,-0.4761455557945169,-0.5125785032476194,-0.43805782282689276,0.001998001998001998,0.00999000999000999
L1:OneInOneOut,ZSH,84481,0.18515023436300054,0.7886775329662331,4.259902248058097,4.989719541380106,4.989719541380106,4.522795937647201,0.9237724825309133,2.0,0.05523732346111135,4.181184517018053,4.328911174251233,4.890052828524046,5.095892020762673,4.8876285543924025,5.095892020762673,4.446785621967744,4.605426256950993,,,,,,,,,,,,,,,,,
L1:OneInOneOut,K-means++ (K*),84481,0.18515023436300054,0.5707834978069639,3.082953163727612,5.399413707281517,4.853276932178268,1.5409910093635317,0.8985117126301836,3.5,0.08782328075090347,3.0245753341587034,3.132401264396764,5.3071878104599195,5.500715412310246,4.765627432525614,4.952702390729259,1.525853886655334,1.5524599426501093,-1.1769490843304848,-1.237646516533584,-1.1248571912052243,0.001998001998001998,0.40969416590141083,0.33268714490309287,0.4881065423840012,0.001998001998001998,-0.13644260920183804,-0.194891635131597,-0.07220948971548796,0.003996003996003996,-2.9818049282836694,-3.06664757799879,-2.9086711369389793,0.001998001998001998,0.00999000999000999
L1:OneInOneOut,rank-power K-means (K*),84481,0.18515023436300054,0.7886330036981957,4.259664174727385,4.989552485008803,4.989552485008803,4.521657405954312,0.9237417695848668,2.0,0.055243880866826786,4.179990975824107,4.326900939794095,4.8900543816467215,5.095734795509377,4.887608975806739,5.095734795509377,4.445694309016041,4.603850405503289,-0.00023807333071168557,-0.007992378200139975,0.0010452757000232623,0.2077922077922078,-0.0001670563713034312,-0.0007066385961092214,6.213050104288964e-05,0.7132867132867133,-0.0001670563713034312,-0.0007096849081323464,6.213050104288964e-05,0.7092907092907093,-0.001138531692888911,-0.002282834673871714,-0.000382359798179044,0.001998001998001998,0.4795204795204795
L1:OneInOneOut,uniform + refinement,84481,0.18515023436300054,0.5754615193883541,3.108251694149766,5.3929908221685,4.83558096713951,1.5111028438778384,0.8952453199064299,3.5,0.09053430038425092,3.0516448379983827,3.162109617062201,5.300596947933734,5.494463029023264,4.747980156849997,4.932504932661513,1.4957485424061407,1.5219840662706805,-1.1516505539083308,-1.2091474488157443,-1.0945924224853008,0.001998001998001998,0.4032712807883936,0.32741999015402506,0.4822263328216061,0.001998001998001998,-0.15413857424059607,-0.21520279203447884,-0.09588098205152001,0.003996003996003996,-3.0116930937693627,-3.0975279501943227,-2.9358049452912662,0.001998001998001998,0.00999000999000999
