target,method,positives,base_rate,ap,ap_lift,enrich@0.10,enrich@0.25,enrich@0.50,prec@0.25,clusters@0.25,share@0.25,ap_lift_lo,ap_lift_hi,enrich@0.10_lo,enrich@0.10_hi,enrich@0.25_lo,enrich@0.25_hi,enrich@0.50_lo,enrich@0.50_hi,d_ap_lift,d_ap_lift_lo,d_ap_lift_hi,d_ap_lift_p,d_enrich@0.10,d_enrich@0.10_lo,d_enrich@0.10_hi,d_enrich@0.10_p,d_enrich@0.25,d_enrich@0.25_lo,d_enrich@0.25_hi,d_enrich@0.25_p,d_enrich@0.50,d_enrich@0.50_lo,d_enrich@0.50_hi,d_enrich@0.50_p,d_ap_lift_p_holm,max_lift,attained,attained_pct
L1:ManyInManyOut,ZSH,5152,0.009566239623345706,0.20194564570600793,21.104685889498953,22.645130193510525,22.645130193510525,18.44998342141922,0.21649065803807171,2.0,0.015408298159781373,19.52349147877595,22.157950603940055,18.122510738073128,24.248553051742462,18.100828477174044,24.003870008796685,17.47283616231924,19.477510555572003,,,,,,,,,,,,,,,,,,104.53428299658869,0.20194564570600793,20.194564570600793
L1:ManyInManyOut,K-means++ (K*),5152,0.009566239623345709,0.6491665987979295,67.87597932276529,104.28787936433028,99.70541347857134,99.70541347857134,0.9534290652457869,2.0,0.005581554735755636,63.03551390962662,72.59893250831419,98.43128220656646,110.70232986197524,94.2158216128715,105.62791453273006,94.06902680974459,105.62791453273006,46.77129343326634,42.31177968068968,51.27145334162212,0.001998001998001998,81.64274917081976,76.14364903399408,87.84027627677843,0.001998001998001998,77.06028328506082,72.00621292854763,82.99849995259198,0.001998001998001998,81.25543005715213,75.73325376077811,87.07207401029567,0.001998001998001998,0.00999000999000999,104.53428299658866,0.6491665987979295,64.91665987979295
L1:ManyInManyOut,MiniBatchKMeans,5152,0.009566239623345702,0.41392622533393963,43.27661646219246,104.46842960630063,77.25964660012413,24.863765391495456,0.73913924082328,2.0,0.003583497026671513,40.92247644950724,45.84677993903482,98.58613804806376,110.9008822760176,50.37006294384669,82.39917604914785,24.10358234943264,25.652467148257358,22.171930572693505,20.06348827720737,24.728010941531895,0.001998001998001998,81.8232994127901,76.23004878613662,88.03622066100235,0.001998001998001998,54.6145164066136,27.883735381414326,60.01820909644465,0.001998001998001998,6.413781970076236,5.391349870710215,7.291314163196273,0.001998001998001998,0.00999000999000999,104.53428299658873,0.41392622533393963,41.39262253339396
L1:ManyInManyOut,GMM (diag),5152,0.00956623962334571,0.737820962132339,77.13018293442208,102.84072223261884,102.84072223261884,90.17949456448105,0.9834653474317244,1.0,0.004785704024221579,73.49789749689556,80.4214824000497,97.20376533676384,109.11341983351748,97.20376533676384,109.11341983351748,76.11646149977057,102.51536472958826,56.02549704492313,52.735096357826905,59.3716451663992,0.001998001998001998,80.19559203910832,74.80023500212273,86.21067672984897,0.001998001998001998,80.19559203910832,75.02213559061582,86.36026440983511,0.001998001998001998,71.72951114306183,57.82888316333403,83.47951146777426,0.001998001998001998,0.00999000999000999,104.53428299658863,0.737820962132339,73.7820962132339
L1:ManyInManyOut,BIRCH,5152,0.00956623962334572,0.7438916612796644,77.77181856410738,104.03895519178232,86.61921433059953,86.61921433059953,0.8283289816844981,2.0,0.00962419252416169,73.88303206354057,81.62458331812438,98.27118479741483,110.41092197922168,82.40015443649176,90.95929313547099,82.40015443649176,90.95929313547099,56.667132674608425,53.018824922120174,60.35643029362294,0.001998001998001998,81.3938249982718,76.0192017662721,87.73746758435283,0.001998001998001998,63.97408413708901,60.13928566052225,68.81485414964277,0.001998001998001998,68.16923090918031,63.94929108301965,72.32558911573896,0.001998001998001998,0.00999000999000999,104.53428299658854,0.7438916612796644,74.38916612796645
L1:ManyInManyOut,Ward (sample + NC),5152,0.009566239623345702,0.4198478955039901,43.90174744511267,53.999673743577304,53.999673743577304,53.999673743577304,0.516487446200974,1.0,0.011039857466294975,41.25742311429452,46.76683207225344,51.37821620642067,56.8212825088654,51.37821620642067,56.8212825088654,51.37821620642067,56.8212825088654,22.797061555613716,20.710878850062645,25.53134551807581,0.001998001998001998,31.35454355006678,28.916833820555617,35.2002324434444,0.001998001998001998,31.35454355006678,29.17766618983076,35.121545756251614,0.001998001998001998,35.549690322158085,32.931042457279524,38.260699530775845,0.001998001998001998,0.00999000999000999,104.53428299658873,0.4198478955039901,41.98478955039901
L1:ManyInManyOut,VKV-partial (K*),5152,0.009566239623345702,0.07353223031041453,7.684956437007433,18.348010459880044,18.348010459880044,1.5930389691596805,0.17558679418094364,1.0,0.014983514598977735,6.889832617183534,8.433570566914959,16.954477377707416,19.72511296349396,17.02856033787507,19.72511296349396,1.5601879931050797,1.6213573095420608,-13.41972945249152,-14.418126376467846,-11.920355752494194,0.001998001998001998,-4.297119733630481,-6.100491097508812,-0.14448212573167166,0.04795204795204795,-4.297119733630481,-5.871456692011313,-0.03664729930200236,0.04995004995004995,-16.85694445225954,-17.88596422256994,-15.883177802030104,0.001998001998001998,0.00999000999000999,104.53428299658873,0.07353223031041453,7.353223031041453
L1:SingleInFanOut,ZSH,9809,0.018805662337840028,0.6037905901363444,32.14274147981868,42.90994954112493,40.86950781173971,32.12614666273933,0.7675910533812389,2.0,0.011374465658143068,31.083565928496522,33.296863304545,41.1890299467308,44.47213687017497,39.37249274208441,42.424527595349204,31.050829036167745,36.018472254233096,,,,,,,,,,,,,,,,,,53.17547353744827,0.6037905901363444,60.37905901363444
L1:SingleInFanOut,K-means++ (K*),9809,0.018805662337840034,0.7547833809059876,40.19709936033384,47.520867395240984,46.88126902794241,46.88126902794241,0.8803000091713631,2.0,0.01174857434837788,38.8076699238976,41.52363291968159,45.032493378180696,49.268505576798596,45.03097395547322,48.54226336164146,45.16095885525047,48.70374101419967,8.054357880515155,7.13638753486891,8.766048412666546,0.001998001998001998,4.610917854116053,2.6205607073474564,5.622757675779823,0.001998001998001998,6.0117612162027,4.9438137723202615,6.837065292776917,0.001998001998001998,14.755122365203079,10.865037339350833,16.111465899971424,0.001998001998001998,0.00999000999000999,53.175473537448255,0.7547833809059876,75.47833809059877
L1:SingleInFanOut,MiniBatchKMeans,9809,0.018805662337840017,0.7459142457740301,39.71531200867989,46.775286538517115,46.775286538517115,37.91054777401966,0.8786549538417818,1.0,0.006905274143353594,38.429791529894615,41.06740362495583,45.03051588969815,48.52665480050915,45.03051588969815,48.52665480050915,36.66347241436138,39.30240700562864,7.572570528861206,6.8277773918213,8.366358015340781,0.001998001998001998,3.865336997392184,3.034155938963683,4.828473738809286,0.001998001998001998,5.905778726777406,4.981542412325044,6.830048082018834,0.001998001998001998,5.7844011112803315,1.9782827524003217,6.69965803026973,0.001998001998001998,0.00999000999000999,53.175473537448305,0.7459142457740301,74.591424577403
