period,method,profile,matched_to,jaccard,share
future,K-means++ (K*),9,30,0.0,0.010935560650723333
future,K-means++ (K*),10,0,0.34155268773864017,0.5497666241543816
future,K-means++ (K*),11,29,0.2219752025432622,5.016787984311472e-05
future,K-means++ (K*),12,4,0.26507588446151126,0.02110103267802546
future,K-means++ (K*),13,20,0.003940594794761271,0.0016954761892520698
future,K-means++ (K*),14,15,0.003551177457187324,0.0007131315324121817
future,K-means++ (K*),15,12,0.0035278393979236815,0.002472705082507095
future,K-means++ (K*),16,1,0.1528516344299093,0.18496425753746643
future,K-means++ (K*),17,2,0.06124370563069193,0.016164576842824938
future,K-means++ (K*),18,11,0.0022676321593705483,0.0006350272573093712
future,K-means++ (K*),19,10,0.007179529448310618,0.016805584746166124
future,K-means++ (K*),20,16,0.002515946280704896,0.0036018708883061804
future,K-means++ (K*),21,19,0.0019979233726869264,0.0010927892695714978
future,K-means++ (K*),22,7,0.4245442091286026,0.007462463053886541
future,K-means++ (K*),23,23,0.0005149610987541838,0.0042867890424815955
future,K-means++ (K*),24,28,0.0,0.004595309615518772
future,K-means++ (K*),25,13,0.443375278800017,0.0029942462240671527
future,K-means++ (K*),26,21,0.059146936507626376,0.0006748189518491152
future,K-means++ (K*),27,26,0.0,0.0014400162752562769
future,K-means++ (K*),28,14,0.0007400742089859357,0.0019793750110840766
future,K-means++ (K*),29,27,0.1406344899446468,0.0003182064860701688
future,K-means++ (K*),30,24,0.000983244138423418,0.0011150037681554074
future,MiniBatchKMeans,0,1,0.0,5.6876502000416587e-05
future,MiniBatchKMeans,1,28,0.002033368585681401,0.0025506805994036357
future,MiniBatchKMeans,2,29,0.6435107371814834,0.006905642020702266
future,MiniBatchKMeans,3,11,0.2759796601027567,0.04872549283018219
future,MiniBatchKMeans,4,19,0.0,0.005324655919213273
future,MiniBatchKMeans,5,17,0.13570013915389065,0.008894854303321762
future,MiniBatchKMeans,6,2,0.0,0.0002747958599357685
future,MiniBatchKMeans,7,13,0.5148858139674426,0.002944175244048837
future,MiniBatchKMeans,8,5,0.09070392096791163,0.0020538178180386944
future,MiniBatchKMeans,9,25,0.13962738179432382,0.02491682069766717
future,MiniBatchKMeans,10,4,0.5227890394812873,0.1120257041727183
future,MiniBatchKMeans,11,21,0.0013612994467418604,0.0008091529326210731
future,MiniBatchKMeans,12,22,0.3765120852445606,0.030922836800448304
future,MiniBatchKMeans,13,6,0.5364539667320933,0.0030127876809788842
future,MiniBatchKMeans,14,18,0.0,0.0014494156536688958
future,MiniBatchKMeans,15,27,0.1115789261862413,0.029038083365611058
future,MiniBatchKMeans,16,20,0.024105185782113275,0.004200099517024266
future,MiniBatchKMeans,17,30,0.16495978739632683,0.020175918858694807
future,MiniBatchKMeans,18,9,0.0,0.001156329699524414
