target,method,positives,base_rate,ap,ap_lift,enrich@0.10,enrich@0.25,enrich@0.50,prec@0.25,clusters@0.25,share@0.25,ap_lift_lo,ap_lift_hi,enrich@0.10_lo,enrich@0.10_hi,enrich@0.25_lo,enrich@0.25_hi,enrich@0.50_lo,enrich@0.50_hi,d_ap_lift,d_ap_lift_lo,d_ap_lift_hi,d_ap_lift_p,d_enrich@0.10,d_enrich@0.10_lo,d_enrich@0.10_hi,d_enrich@0.10_p,d_enrich@0.25,d_enrich@0.25_lo,d_enrich@0.25_hi,d_enrich@0.25_p,d_enrich@0.50,d_enrich@0.50_lo,d_enrich@0.50_hi,d_enrich@0.50_p,d_ap_lift_p_holm,max_lift,attained,attained_pct
L2:P2WPKH,VKV-partial (K*),275948,0.6245730854726297,0.6359394675391341,1.0181971485900214,1.036241523207074,1.036241523207074,1.0050613139763604,0.6472103973125747,1.0,0.4090416061073324,1.0126120054694854,1.023239719363454,1.0236487446821882,1.0472252966388158,1.0236487446821882,1.0472252966388158,1.0040192372105177,1.0061159031613631,-0.29948677765151777,-0.3113293842008676,-0.28832956746985366,0.001998001998001998,-0.3241772479191001,-0.3421915661211004,-0.30700238917915457,0.001998001998001998,-0.3241772479191001,-0.3421915661211004,-0.30700238917915457,0.001998001998001998,-0.3553574571498137,-0.36545289764945227,-0.3452304369214526,0.001998001998001998,0.017982017982017984,1.6010936482209694,0.6359394675391341,63.593946753913414
L2:P2WSH,ZSH,11386,0.021586672229743996,0.07102628617395197,3.2892334399969383,3.300132533326604,3.300132533326604,3.300132533326604,0.07125159078059126,3.5,0.19574594482052782,3.072180076149848,3.467875680206878,3.1612851155491826,3.4386508895515027,3.1601295219378813,3.425697218979322,3.1601295219378813,3.425697218979322,,,,,,,,,,,,,,,,,,46.32487997024909,0.07102628617395197,7.102628617395197
L2:P2WSH,K-means++ (K*),11386,0.02158667222974399,0.06614733473091543,3.063605228501106,3.3167166726736443,3.3167166726736443,3.3167166726736443,0.07160588009396372,3.5,0.19698678237406392,2.875560706073641,3.2070298688530308,3.176654875013779,3.4333089333910642,3.176654875013779,3.4296680748728705,3.176654875013779,3.4296680748728705,-0.22562821149583234,-0.3342901159253634,-0.110680341555499,0.001998001998001998,0.016584139347040505,-0.05345996193137829,0.06438905630055676,0.7372627372627373,0.016584139347040505,-0.04657695676283434,0.06756339713947421,0.7152847152847153,0.016584139347040505,-0.04657695676283434,0.06756339713947421,0.7152847152847153,0.017982017982017984,46.32487997024911,0.06614733473091543,6.614733473091543
L2:P2WSH,MiniBatchKMeans,11386,0.02158667222974396,0.05939528252819855,2.751517404826958,3.7149356577712895,3.7149356577712895,3.4631454801727273,0.08018584946972701,2.5,0.11692908753416566,2.5431909295773716,2.9315413439784646,3.4947812274469396,3.9033383973008253,3.4947812274469396,3.9033383973008253,2.9382285505957446,3.7172720689443404,-0.5377160351699803,-0.7240996053090207,-0.30744140845665924,0.001998001998001998,0.4148031244446857,0.21690331640933583,0.5840135010521122,0.003996003996003996,0.4148031244446857,0.22730014238348314,0.5849824143329398,0.001998001998001998,0.16301294684612344,-0.3430151124629399,0.42119808104802253,0.5314685314685315,0.017982017982017984,46.32487997024917,0.05939528252819855,5.939528252819855
L2:P2WSH,GMM (diag),11386,0.02158667222974397,0.09568279172642552,4.432066070574971,6.551815002614097,4.284528402711459,4.284528402711459,0.0924870999291876,3.0,0.1499858107803225,4.173077728121561,4.648153841226241,5.961343891595391,7.092710638324787,4.086067561917677,4.44389870359267,4.013398589107254,4.431818751420809,1.1428326305780323,0.915287860742882,1.3646195728162853,0.001998001998001998,3.251682469287493,2.682367203903423,3.804931779005276,0.001998001998001998,0.9843958693848549,0.7873178838966574,1.1299501070982627,0.001998001998001998,0.9843958693848549,0.7187506324677962,1.1279536152405896,0.001998001998001998,0.017982017982017984,46.32487997024915,0.09568279172642552,9.568279172642551
L2:P2WSH,BIRCH,11386,0.021586672229744024,0.02804634427319756,1.2998166114402503,2.2429931212620096,1.019159214298687,1.019159214298687,0.02200098915236657,11.0,0.9468557688266406,1.2254721058615707,1.3576806971965354,1.997352917805404,2.4155018924300524,1.0079699905785362,1.0252572438472785,1.0079699905785362,1.025099766439337,-1.989416828556688,-2.1742791335867833,-1.7732798321754608,0.001998001998001998,-1.0571394120645943,-1.3403716080917558,-0.8155641403934402,0.001998001998001998,-2.280973319027917,-2.411221859590203,-2.1417809542878623,0.001998001998001998,-2.280973319027917,-2.411221859590203,-2.142886332004884,0.001998001998001998,0.017982017982017984,46.324879970249036,0.02804634427319756,2.804634427319756
L2:P2WSH,Ward (sample + NC),11386,0.021586672229743975,0.07906543581806286,3.661708946132675,7.327724281709157,3.3040998698882276,3.3040998698882276,0.07134269983960823,3.0,0.2098865415754549,3.4114697934392453,3.88110702621527,6.528195549656812,8.000382715591318,3.166860385806775,3.413122294185325,3.166860385806775,3.413122294185325,0.37247550613573654,0.22414207193076183,0.548652483203812,0.001998001998001998,4.027591748382553,3.2688513749644788,4.682316406467354,0.001998001998001998,0.0039673365616237355,-0.07107014779216662,0.05990055287288456,0.8991008991008991,0.0039673365616237355,-0.07107014779216662,0.05990055287288456,0.8991008991008991,0.017982017982017984,46.32487997024914,0.07906543581806286,7.906543581806286
L2:P2WSH,VKV-partial (K*),11386,0.021586672229743985,0.0364511674250346,1.6887708892024391,1.6491422806820797,1.6491422806820797,1.6491422806820797,0.03560004847884597,5.0,0.5611822078956021,1.6112863419473347,1.771792100911646,1.6097818757330573,1.680537751163741,1.6097818757330573,1.680537751163741,1.6097818757330573,1.680537751163741,-1.6004625507944992,-1.7866770759309294,-1.3718231613112835,0.001998001998001998,-1.6509902526445241,-1.7889673667374713,-1.5235701402984423,0.001998001998001998,-1.6509902526445241,-1.7741074540219668,-1.5226092016860504,0.001998001998001998,-1.6509902526445241,-1.7741074540219668,-1.5226092016860504,0.001998001998001998,0.017982017982017984,46.324879970249114,0.0364511674250346,3.64511674250346
L2:P2TR,ZSH,116926,0.2541420198748082,0.6226212976371881,2.4498473643859153,3.7929364671805987,2.585321605148488,2.585321605148488,0.6570499821984237,3.0,0.23286354665499007,2.4084217818757345,2.4896243587202553,3.7150374072125834,3.873023927518851,2.543364815765939,2.625890588228176,2.543364815765939,2.625890588228176,,,,,,,,,,,,,,,,,,3.934807791693029,0.6226212976371881,62.26212976371881
L2:P2TR,K-means++ (K*),116926,0.254142019874808,0.5317726065317929,2.0924153492396176,3.495811959691302,2.306568207433272,2.306568207433272,0.5861966153898084,5.5,0.24176222154635607,2.047220272618442,2.1348995895824796,3.4148616898174065,3.5795469974604748,2.2666701803354248,2.3452043557174633,2.2666701803354248,2.3452043557174633,-0.35743201514629774,-0.38354123061345896,-0.33302054430249556,0.001998001998001998,-0.29712450748929653,-0.3512383579005921,-0.24999066987948412,0.001998001998001998,-0.27875339771521634,-0.2962058414312282,-0.25969437716475763,0.001998001998001998,-0.27875339771521634,-0.2962058414312282,-0.25969437716475763,0.001998001998001998,0.017982017982017984,3.934807791693032,0.5317726065317929,53.17726065317929
L2:P2TR,MiniBatchKMeans,116926,0.2541420198748079,0.4315580735743905,1.6980716609160706,3.4437220233041916,1.779674164613491,1.1251997978352781,0.45228754618545475,9.5,0.1941578863158557,1.6601687379557286,1.733964294145684,3.3642664475473647,3.527753687851626,1.7394964563118696,1.8284268776578807,1.1114961190379438,1.1351413164658422,-0.7517757034698447,-0.7916995606996532,-0.7210702502343042,0.001998001998001998,-0.3492144438764071,-0.3991663915065054,-0.2991130946772537,0.001998001998001998,-0.8056474405349972,-0.8457269448608219,-0.7564762344604109,0.001998001998001998,-1.46012180731321,-1.5027123322777607,-1.4200591413564707,0.001998001998001998,0.017982017982017984,3.934807791693034,0.4315580735743905,43.15580735743905
L2:P2TR,GMM (diag),116926,0.2541420198748082,0.4713680760108539,1.8547193256106649,2.855624643574691,2.593161673483838,1.508694212980374,0.6590601168207033,8.0,0.09979545230108505,1.8222613702068617,1.8863910797907986,2.7903536593993077,2.916894194469466,2.023409742156783,2.718888913464679,1.4878331516822831,1.5277365102438172,-0.5951280387752504,-0.6308406227193356,-0.5601283719842799,0.001998001998001998,-0.9373118236059077,-0.9896746430784298,-0.8901624542141524,0.001998001998001998,0.00784006833534967,-0.5586077354075505,0.1296705582708854,0.935064935064935,-1.0766273921681142,-1.123918979704147,-1.0291137185774897,0.001998001998001998,0.017982017982017984,3.934807791693029,0.4713680760108539,47.13680760108539
L2:P2TR,BIRCH,116926,0.2541420198748088,0.27951666293691013,1.0999088197054003,1.0680860112190693,1.0680860112190693,1.0680860112190693,0.2714374206662235,5.5,0.8562270113814683,1.084254880600396,1.1071723274969982,1.057991410702957,1.0733586377742115,1.057991410702957,1.0733586377742115,1.057991410702957,1.0733586377742115,-1.349938544680515,-1.3950257380193283,-1.312448502940356,0.001998001998001998,-2.7248504559615294,-2.804579972885371,-2.6480600559469645,0.001998001998001998,-1.5172355939294189,-1.5580004197032675,-1.4781728324520067,0.001998001998001998,-1.5172355939294189,-1.5580004197032675,-1.4781728324520067,0.001998001998001998,0.017982017982017984,3.93480779169302,0.27951666293691013,27.951666293691012
L2:P2TR,Ward (sample + NC),116926,0.25414201987480767,0.5822225206195086,2.290917160033438,3.506347472269833,2.6342080200379168,2.6342080200379168,0.6694695613654891,3.5,0.22955042718886653,2.249056700370969,2.3351217355283747,3.41741161447042,3.5970469417751536,2.5915929035996044,2.676817333643715,2.5915929035996044,2.676817333643715,-0.1589302043524774,-0.18184217165694652,-0.13476903201229443,0.001998001998001998,-0.28658899491076584,-0.35567673096767166,-0.22647094588902392,0.001998001998001998,0.048886414889428575,0.035446022530521884,0.06434237880318247,0.001998001998001998,0.048886414889428575,0.035446022530521884,0.06434237880318247,0.001998001998001998,0.017982017982017984,3.9348077916930375,0.5822225206195086,58.22225206195086
L2:P2TR,VKV-partial (K*),116926,0.2541420198748079,0.28796716095159086,1.1331540930474415,1.2408722218864008,1.2408722218864008,1.2408722218864008,0.31532993079398275,1.0,0.4090416061073324,1.1188933197118593,1.1505104929100243,1.2154772379875016,1.270240011190313,1.2154772379875016,1.270240011190313,1.0228854069132272,1.2694370437798232,-1.3166932713384738,-1.3658165399697588,-1.2664932060916338,0.001998001998001998,-2.552064245294198,-2.64206205245699,-2.4622297378559317,0.001998001998001998,-1.3444493832620874,-1.3978200550234223,-1.2880855805632627,0.001998001998001998,-1.3444493832620874,-1.5631633204369242,-1.2885184803365342,0.001998001998001998,0.017982017982017984,3.934807791693034,0.28796716095159086,28.796716095159088
L2:mixed,ZSH,6935,0.01326996454273581,0.10452946369637744,7.878334234037894,10.454252349296274,9.420902302836701,8.418862906481067,0.12501157853914746,5.5,0.04473926189860905,7.279225743115845,8.240258743332713,9.04586917155607,13.61324020767063,8.882619374052915,10.239828926765828,8.141247093681612,9.161030467347516,,,,,,,,,,,,,,,,,,75.35815161973557,0.10452946369637744,10.452946369637745
L2:mixed,K-means++ (K*),6935,0.013269964542735806,0.13297658832190315,10.021051951068408,25.73983633108941,10.462892180501738,7.623328438604972,0.13886333771615358,6.0,0.03324707846259125,9.296180672189793,10.753929340075809,24.002148628919706,27.733695175229606,9.801265175015354,14.32136243613566,7.146079260933777,8.654148292865345,2.1427177170305143,1.5710992948628193,2.9367897693833727,0.001998001998001998,15.285583981793136,11.68042526121142,17.438971684381677,0.001998001998001998,1.0419898776650367,0.23111508671754974,4.971991637243214,0.013986013986013986,-0.7955344678760952,-1.5945313650571449,0.10122991859475396,0.1018981018981019,0.017982017982017984,75.35815161973558,0.13297658832190315,13.297658832190315
L2:mixed,MiniBatchKMeans,6935,0.013269964542735796,0.12822331279754448,9.66306933247117,18.837582964133766,9.623862928321978,6.118773432704717,0.1277022956340198,6.0,0.04296218298047981,8.989803178558084,10.321324138780001,17.46930735795441,28.127432231336755,9.05989028961756,10.066068254994276,4.987734527716159,9.142843213371336,1.784735098433277,1.2395172706830895,2.509844651776119,0.001998001998001998,8.383330614837492,5.653858481502905,17.329743761439197,0.001998001998001998,0.20296062548527694,-0.6201079649514043,0.7230971336941083,0.6153846153846154,-2.3000894737763495,-3.5084848172776084,0.5627428277445734,0.32967032967032966,0.017982017982017984,75.35815161973564,0.12822331279754448,12.822331279754447
L2:mixed,GMM (diag),6935,0.013269964542735796,0.14068150362023327,10.603548331879715,16.250195313214064,14.53041493898512,10.19002055696135,0.19276585675723312,3.0,0.023713561513535,9.757154717616302,11.243223589545304,13.565173880681334,17.719425591028788,13.28550180416501,15.617043218940811,9.54158804264475,11.79734870333621,2.725214097841821,2.0111282783895,3.578205562732749,0.001998001998001998,5.79594296391779,1.5844917365506261,7.638673454371117,0.003996003996003996,5.109512636148418,3.7734507435125324,6.267061530963798,0.001998001998001998,1.7711576504802835,0.8137131209150326,3.325875109776281,0.001998001998001998,0.017982017982017984,75.35815161973564,0.14068150362023327,14.068150362023326
