target,method,positives,base_rate,ap,ap_lift,enrich@0.10,enrich@0.25,enrich@0.50,prec@0.25,clusters@0.25,share@0.25,ap_lift_lo,ap_lift_hi,enrich@0.10_lo,enrich@0.10_hi,enrich@0.25_lo,enrich@0.25_hi,enrich@0.50_lo,enrich@0.50_hi,d_ap_lift,d_ap_lift_lo,d_ap_lift_hi,d_ap_lift_p,d_enrich@0.10,d_enrich@0.10_lo,d_enrich@0.10_hi,d_enrich@0.10_p,d_enrich@0.25,d_enrich@0.25_lo,d_enrich@0.25_hi,d_enrich@0.25_p,d_enrich@0.50,d_enrich@0.50_lo,d_enrich@0.50_hi,d_enrich@0.50_p,d_ap_lift_p_holm,max_lift,attained
L2:coinbase,ZSH,749,0.00028980522770402964,0.006485036507997328,22.383111647815333,32.3558599360936,32.3558599360936,32.3558599360936,0.009374626887082727,1.0,0.019365097873158252,20.41159734047031,24.48630261814116,30.50387435413495,34.20807020687002,30.50387435413495,34.20807020687002,30.50387435413495,34.20807020687002,,,,,,,,,,,,,,,,,,3450.5933792929136,0.006485036507997328
L2:coinbase,supervised transfer,749,0.00028980522770402964,0.007962575156165438,27.47600416809331,27.47600416809331,27.47600416809331,27.47600416809331,0.007962575156165438,1.0,0.036395502594951265,27.199906538537686,27.76774592583314,27.199906538537686,27.76774592583314,27.199906538537686,27.76774592583314,27.199906538537686,27.76774592583314,5.092892520277978,3.031798002494913,7.099706784097181,0.001998001998001998,-4.87985576800029,-6.698265527072024,-3.004788193726096,0.001998001998001998,-4.87985576800029,-6.698265527072024,-3.004788193726096,0.001998001998001998,-4.87985576800029,-6.698265527072024,-3.004788193726096,0.001998001998001998,0.001998001998001998,3450.5933792929136,0.007962575156165438
L2:coinbase,supervised in-period,749,0.00028980522770402964,0.49882096336187604,1707.0212293108998,1707.0212293108998,1707.0212293108998,1707.0212293108998,0.49882096336187604,1.0,0.500081215653285,1553.3504887067909,1896.5055762958498,1553.3504887067909,1896.5055762958498,1553.3504887067909,1896.5055762958498,1553.3504887067909,1896.5055762958498,1684.6381176630844,1528.8148610276642,1873.3126512280319,0.001998001998001998,1674.6653693748062,1518.8633722807126,1863.4482226575044,0.001998001998001998,1674.6653693748062,1518.8633722807126,1863.4482226575044,0.001998001998001998,1674.6653693748062,1518.8633722807126,1863.4482226575044,0.001998001998001998,0.001998001998001998,3450.5933792929136,0.49882096336187604
L2:P2PKH,ZSH,89525,0.0346388333400625,0.8086656379898978,23.34565606660712,28.850883195523522,28.850883195523522,28.850883195523522,0.9993604563085202,1.0,0.018755529298285473,23.100246804852706,23.60277319593975,28.534356389901316,29.19599176935472,28.534356389901316,29.19599176935472,28.534356389901316,29.19599176935472,,,,,,,,,,,,,,,,,,28.869332583537748,0.8086656379898978
L2:P2PKH,supervised transfer,89525,0.0346388333400625,0.9255595548856077,26.720305562182464,27.946878033211227,27.946878033211227,27.946878033211227,0.9680466488186752,1.0,0.032258123832769436,26.42081636444913,27.04889001312267,27.629146235389488,28.289805767335935,27.629146235389488,28.289805767335935,27.629146235389488,28.289805767335935,3.374649495575344,3.2137942090189444,3.5322034820646033,0.001998001998001998,-0.9040051623122949,-1.0637854598574652,-0.7547594334446337,0.001998001998001998,-0.9040051623122949,-1.0637854598574652,-0.7547594334446337,0.001998001998001998,-0.9040051623122949,-1.0637854598574652,-0.7547594334446337,0.001998001998001998,0.001998001998001998,28.869332583537748,0.9255595548856077
L2:P2PKH,supervised in-period,89525,0.0346388333400625,0.9671959867038142,27.92208046557291,28.857251206041386,28.857251206041386,28.857251206041386,0.9995809837949827,1.0,0.032258958683981764,27.61764692583502,28.245441617812034,28.543123398120546,29.203115256543732,28.543123398120546,29.203115256543732,28.543123398120546,29.203115256543732,4.576424398965791,4.475182151976587,4.676197775686492,0.001998001998001998,0.0063680105178640645,0.00020371405601604707,0.012749484141043953,0.04195804195804196,0.0063680105178640645,0.00020371405601604707,0.012749484141043953,0.04195804195804196,0.0063680105178640645,0.00020371405601604707,0.012749484141043953,0.04195804195804196,0.001998001998001998,28.869332583537748,0.9671959867038142
L2:P2SH,ZSH,112449,0.04350862564592215,0.2360457038125601,5.42531968556861,9.52484206870022,8.309911778608395,4.763459821978967,0.3615163602964289,2.0,0.03405622478460767,5.357130464431459,5.491163625664281,9.395883168057424,9.645035841588244,7.935529955795044,9.630895713897885,4.401354187773027,4.810782208490556,,,,,,,,,,,,,,,,,,22.983948243690964,0.2360457038125601
L2:P2SH,supervised transfer,112449,0.04350862564592215,0.8789743177631302,20.20242100918224,22.627946095236457,22.627946095236457,22.627946095236457,0.9845051210184518,1.0,0.03225902040460425,19.988726638279225,20.423666418180797,22.395148004244174,22.863952922787362,22.395148004244174,22.863952922787362,22.395148004244174,22.863952922787362,14.777101323613628,14.58595573777375,14.975320998547408,0.001998001998001998,13.103104026536236,12.886870797411763,13.31909411168259,0.001998001998001998,14.318034316628061,12.962882451309946,14.670600593232868,0.001998001998001998,17.86448627325749,17.67449121947432,18.321785626055817,0.001998001998001998,0.001998001998001998,22.983948243690964,0.8789743177631302
L2:P2SH,supervised in-period,112449,0.04350862564592215,0.9088787986847027,20.889934888535326,22.86587318011705,22.86587318011705,22.86587318011705,0.9948581781655105,1.0,0.03225777242583338,20.684068549333173,21.111731408838423,22.637540455842238,23.11177205790881,22.637540455842238,23.11177205790881,22.637540455842238,23.11177205790881,15.464615202966716,15.27440589376438,15.662495576588254,0.001998001998001998,13.341031111416829,13.12743909510818,13.54857323722379,0.001998001998001998,14.555961401508654,13.194910766944627,14.914904528654365,0.001998001998001998,18.102413358138083,17.91090117629064,18.55657154126164,0.001998001998001998,0.001998001998001998,22.983948243690964,0.9088787986847027
L2:P2WPKH,ZSH,1221160,0.47248690449713404,0.8342547396443363,1.7656643992389554,1.9575180782125585,1.9575180782125585,1.8828366764507485,0.9249030586526084,1.0,0.1557847595946603,1.7580329729831359,1.7727832160776773,1.94642099567941,1.9681829857634645,1.94642099567941,1.9681829857634645,1.8723633194837295,1.8924164618874681,,,,,,,,,,,,,,,,,,2.1164607748532123,0.8342547396443363
L2:P2WPKH,supervised transfer,1221160,0.47248690449713404,0.9961029598720204,2.1082188067884955,2.1163182008291637,2.116259585823491,2.1160490394328875,0.9999020302953234,4.0,0.12542327066947775,2.094918890970466,2.1213776606033776,2.1029651796414144,2.1295722318416592,2.1029088524659993,2.129563204327432,2.102696291768007,2.1293639143899346,0.34255440754954014,0.33540010333137654,0.35055515606615734,0.001998001998001998,0.15880012261660514,0.15404882190393804,0.16378958738882676,0.001998001998001998,0.15874150761093242,0.1540000050197845,0.16374623736131277,0.001998001998001998,0.233212362982139,0.22824384388545146,0.23841326214934142,0.001998001998001998,0.001998001998001998,2.1164607748532123,0.9961029598720204
L2:P2WPKH,supervised in-period,1221160,0.47248690449713404,0.998758557742423,2.1138396128036314,2.116466859161756,2.116466859161756,2.116466859161756,1.0,5.5,0.13326167714775095,2.1004974116611215,2.1270580365730134,2.103102487770501,2.129763961098328,2.103102487770501,2.129763961098328,2.103102487770501,2.129763961098328,0.34817521356467607,0.3409396523841975,0.35635371513558034,0.001998001998001998,0.1589487809491974,0.15417553157848587,0.16401712923448247,0.001998001998001998,0.1589487809491974,0.15417553157848587,0.16401712923448247,0.001998001998001998,0.23363018271100744,0.22867171671226189,0.23885588511036226,0.001998001998001998,0.001998001998001998,2.1164607748532123,0.998758557742423
L2:P2WSH,ZSH,36881,0.014270074657317666,0.10376907917065564,7.272260666511544,9.372683892701428,7.997496721500544,7.997496721500544,0.11412302646855818,2.0,0.06825720408531094,7.15270171252433,7.393748472680221,9.133842721124664,9.629674733114873,7.907171017009599,8.238622505738302,7.82120441342878,8.107474955604724,,,,,,,,,,,,,,,,,,70.07671816819837,0.10376907917065564
L2:P2WSH,supervised transfer,36881,0.014270074657317666,0.41611117923676155,29.15902230100926,29.874246699167074,29.874246699167074,29.874246699167074,0.4263169404395819,1.0,0.032346557514345606,28.610933506307447,29.77664152107432,29.312223642671892,30.520083230088918,29.312223642671892,30.520083230088918,29.312223642671892,30.520083230088918,21.886761634497716,21.334797311945884,22.504982740715885,0.001998001998001998,20.501562806465646,19.880751026913984,21.175309442623398,0.001998001998001998,21.87674997766653,21.24525052923536,22.479721146391572,0.001998001998001998,21.87674997766653,21.31938856056218,22.53645084673716,0.001998001998001998,0.001998001998001998,70.07671816819837,0.41611117923676155
L2:P2WSH,supervised in-period,36881,0.014270074657317666,0.4362614077428125,30.572524603995873,30.71421346897394,30.71421346897394,30.71421346897394,0.4382829082507197,1.0,0.03232909422201365,30.228560395669408,30.94126826807428,30.374575919578344,31.092988938386505,30.374575919578344,31.092988938386505,30.374575919578344,31.092988938386505,23.30026393748433,22.985845576802298,23.636071871044106,0.001998001998001998,21.341529576272514,20.971175144122867,21.741224798255715,0.001998001998001998,22.7167167474734,22.341637307108964,23.024948321820798,0.001998001998001998,22.7167167474734,22.4034336826502,23.085465345390524,0.001998001998001998,0.001998001998001998,70.07671816819837,0.4362614077428125
L2:P2TR,ZSH,1058045,0.40937683192640095,0.8386519576446068,2.04860928257017,2.4265101293663713,2.420585825419585,2.109472982869728,0.9909312997361228,3.0,0.10461912175713609,2.036973859821443,2.0600066573353617,2.4095352664931857,2.4440169770332276,2.339030984550853,2.434467334534193,2.0963090034516036,2.1226662020415845,,,,,,,,,,,,,,,,,,2.4427371605137225,0.8386519576446068
L2:P2TR,supervised transfer,1058045,0.40937683192640095,0.9929054652635254,2.4254091582390913,2.4427248621608735,2.442732147521209,2.4427227566729117,0.9999970011215805,4.0,0.12919821649293933,2.407995853321815,2.4430046746546745,2.4250878741115014,2.4607201256291074,2.4250875149705844,2.4607052701112595,2.425083235903799,2.4607184746217987,0.3767998756689215,0.36908469007078615,0.38508594316531064,0.001998001998001998,0.01621473279450214,0.014707508938948457,0.017586412895683023,0.001998001998001998,0.022146322101623817,0.020208739254241173,0.09227354818341946,0.001998001998001998,0.33324977380318366,0.3260002695522499,0.34046817702146626,0.001998001998001998,0.001998001998001998,2.4427371605137225,0.9929054652635254
L2:P2TR,supervised in-period,1058045,0.40937683192640095,0.9985788291484612,2.4392678854173906,2.442739480138409,2.442739480138409,2.442705268274896,1.0,5.0,0.10424152786938029,2.421709092853655,2.4571885064281007,2.4250878741115014,2.4607357106533287,2.4250875663790414,2.4607357106533287,2.4250511402651127,2.460709741331927,0.39065860284722076,0.38273754624470596,0.39891694611046485,0.001998001998001998,0.016229350772037687,0.014707110986889996,0.017597789684133603,0.001998001998001998,0.022153654718823912,0.02016608824408398,0.09227463043523217,0.001998001998001998,0.33323228540516814,0.32598814142692345,0.3404837801301164,0.001998001998001998,0.001998001998001998,2.4427371605137225,0.9985788291484612
L2:mixed,ZSH,65717,0.0254273770310582,0.22581579964679493,8.880797156812651,11.421536085126156,11.421536085126156,8.639984630620912,0.29042225272420863,2.0,0.023495659479707477,8.761953597896,8.983857363964454,11.259673349872688,11.585410813325034,11.259673349872688,11.585410813325034,8.207425856932256,8.74979690449833,,,,,,,,,,,,,,,,,,39.32768994531181,0.22581579964679493
L2:mixed,supervised transfer,65717,0.0254273770310582,0.6661358351902154,26.19871805639731,27.63541657517063,27.63541657517063,27.63541657517063,0.7026654949337783,1.0,0.03225837058052438,25.89871585470783,26.517274734301374,27.33490119662874,27.95486530818419,27.33490119662874,27.95486530818419,27.33490119662874,27.95486530818419,17.31792089958466,17.07339336036544,17.574194041367218,0.001998001998001998,16.213880490044474,15.96012593835866,16.475652936938605,0.001998001998001998,16.213880490044474,15.96012593835866,16.475652936938605,0.001998001998001998,18.99543194454972,18.743606830192913,19.5428865636666,0.001998001998001998,0.001998001998001998,39.32768994531181,0.6661358351902154
L2:mixed,supervised in-period,65717,0.0254273770310582,0.7362244437969447,28.954168980219112,29.597897839733193,29.597897839733193,29.597897839733193,0.7526014334084353,1.0,0.03225788347744338,28.635581585564886,29.29090897505094,29.269899554950797,29.945254087586534,29.269899554950797,29.945254087586534,29.269899554950797,29.945254087586534,20.07337182340646,19.81869022183064,20.37206124784922,0.001998001998001998,18.176361754607036,17.90592804160185,18.471759437631068,0.001998001998001998,18.176361754607036,17.90592804160185,18.471759437631068,0.001998001998001998,20.95791320911228,20.67792508468743,21.528469293506728,0.001998001998001998,0.001998001998001998,39.32768994531181,0.7362244437969447
L3:omni,ZSH,875,0.0003386093892359541,0.008840880050011397,26.227548035541403,31.99493146532566,31.99493146532566,31.99493146532566,0.010795386170962352,1.0,0.02046717152666757,22.773083452956417,29.24426023979979,28.66757482338373,34.72707513532481,28.66757482338373,34.72707513532481,28.66757482338373,34.72707513532481,,,,,,,,,,,,,,,,,,2953.255378583632,0.008840880050011397
L3:omni,supervised transfer,875,0.0003386093892359541,0.0035344475998305173,10.461822865404727,14.766503109595606,14.766503109595606,6.704997236026395,0.004986195211288517,1.0,0.03221231146269053,9.235365899191773,11.863444171296848,13.014450701224185,16.48341670821266,13.014450701224185,16.48341670821266,6.586004098653837,16.43200358793149,-15.765725170136676,-18.6121252908656,-12.452375034619353,0.001998001998001998,-17.228428355730053,-19.90374883067347,-14.000160087437722,0.001998001998001998,-17.228428355730053,-19.90374883067347,-14.000160087437722,0.001998001998001998,-25.289934229299263,-27.271185756075866,-15.850296004630087,0.001998001998001998,0.001998001998001998,2953.255378583632,0.0035344475998305173
L3:omni,supervised in-period,875,0.0003386093892359541,0.004825428067195486,14.369826089630148,9.673218760133466,15.525072809941584,15.525072809941584,0.005261388891861152,1.5,0.059353774522243455,13.823703150166336,35.51554503608675,8.752783171168453,40.87579683351884,10.041871327838164,40.87579683351884,14.890074808538126,40.87579683351884,-11.857721945911255,-14.603326078666008,7.95777357800843,0.0999000999000999,-22.321712705192194,-25.08026786775493,8.3468989870005,0.0999000999000999,-16.469858655384076,-22.12139605652103,8.3468989870005,0.0999000999000999,-16.469858655384076,-19.076388747886813,8.3468989870005,0.0999000999000999,0.0999000999000999,2953.255378583632,0.004825428067195486
L3:other_opreturn,ZSH,35010,0.013546251596113144,0.09795964977030996,7.230395765677095,12.828983011896817,9.956035458842761,6.384333245007694,0.13488566272447333,2.0,0.037253845303767116,6.8094229713615855,7.693253975605861,11.47482237305132,14.165623372123084,9.551256474397304,10.35403588776216,6.261029929907385,7.483483446762015,,,,,,,,,,,,,,,,,,73.82115952186598,0.09795964977030996
L3:other_opreturn,supervised transfer,35010,0.013546251596113144,0.06298481153446259,4.650853983472817,7.202986837863884,6.601033820482816,4.378620914078546,0.08940943142091103,2.0,0.06405171923006542,4.441306049476073,4.876891276480626,6.799766474959332,7.619365004693342,6.3773264713338085,7.299659653900806,4.259182893906536,5.1614726986854444,-2.579541782204278,-3.0445689690699,-2.1351266749111417,0.001998001998001998,-5.625996174032933,-6.9200848469641345,-4.324387845293986,0.001998001998001998,-3.355001638359945,-3.7766641987914484,-2.579169768730902,0.001998001998001998,-2.005712330929148,-2.7745727944794956,-1.303360476932312,0.001998001998001998,0.001998001998001998,73.82115952186598,0.06298481153446259
L3:other_opreturn,supervised in-period,35010,0.013546251596113144,0.41796431701396175,30.86261507508683,30.92434447863198,30.92434447863198,30.92434447863198,0.4187943894933221,1.0,0.03226750523564777,30.28986387670275,31.39977809771137,30.349974080727822,31.45419027084178,30.349974080727822,31.45419027084178,30.349974080727822,31.45419027084178,23.632219309409734,22.88254793509348,24.460770746853115,0.001998001998001998,18.095361466735163,16.54235170616589,19.790605969633255,0.001998001998001998,20.968309019789217,20.2772633184399,21.72393190083693,0.001998001998001998,24.540011233624284,23.584086411279664,25.101824885303426,0.001998001998001998,0.001998001998001998,73.82115952186598,0.41796431701396175
L4:exchange,ZSH,8649,0.0033463880164738813,0.06972281111299983,20.8450395797365,45.229753360579465,29.170333417903443,19.3783420670009,0.09757063217810279,2.0,0.00929715133931128,19.99978007584215,21.754197601326588,42.908985773610574,47.80205050615035,24.604077468706038,30.28055688679216,18.704274213166,19.816170610537487,,,,,,,,,,,,,,,,,,298.82966203474183,0.06972281111299983
L4:exchange,supervised transfer,8649,0.0033463880164738813,0.07648760526159545,22.85800012012422,25.376772082519718,25.376772082519718,25.376772082519718,0.08491721967442253,1.0,0.032259312076014,22.40488496665661,23.303965660219372,24.9561103862087,25.770372521213243,24.9561103862087,25.770372521213243,24.9561103862087,25.770372521213243,2.01296054038772,1.1609563599010926,2.8568621960130294,0.001998001998001998,-19.852981278059747,-22.36429906366936,-17.564091136218913,0.001998001998001998,-3.7935613353837248,-4.895677274167239,0.7572856745989271,0.0979020979020979,5.998430015518817,5.572835105787555,6.614433494440655,0.001998001998001998,0.001998001998001998,298.82966203474183,0.07648760526159545
L4:exchange,supervised in-period,8649,0.0033463880164738813,0.07370894772999553,22.018693849412152,24.73589090252315,24.73589090252315,24.73589090252315,0.08280450478014278,1.0,0.03383820170078107,21.630407374716857,22.42511699291625,24.390660193724084,25.08314733392452,24.390660193724084,25.08314733392452,24.390660193724084,25.08314733392452,1.1736542696756516,0.3222314323929314,2.009549492959582,0.007992007992007992,-20.493862458056316,-22.993518276694108,-18.189013317505044,0.001998001998001998,-4.434442515380294,-5.521588063511941,0.12353587805298642,0.061938061938061936,5.357548835522248,4.883014844967168,6.027550252364724,0.001998001998001998,0.007992007992007992,298.82966203474183,0.07370894772999553
