target,method,positives,base_rate,ap,ap_lift,enrich@0.10,enrich@0.25,enrich@0.50,prec@0.25,clusters@0.25,share@0.25,ap_lift_lo,ap_lift_hi,enrich@0.10_lo,enrich@0.10_hi,enrich@0.25_lo,enrich@0.25_hi,enrich@0.50_lo,enrich@0.50_hi,d_ap_lift,d_ap_lift_lo,d_ap_lift_hi,d_ap_lift_p,d_enrich@0.10,d_enrich@0.10_lo,d_enrich@0.10_hi,d_enrich@0.10_p,d_enrich@0.25,d_enrich@0.25_lo,d_enrich@0.25_hi,d_enrich@0.25_p,d_enrich@0.50,d_enrich@0.50_lo,d_enrich@0.50_hi,d_enrich@0.50_p,d_ap_lift_p_holm
L1:ManyInManyOut,A2,57088,0.022088417993028693,0.6918934882723329,31.32391431473843,44.71787957142473,30.21019690929895,30.21019690929895,0.6672930742767461,2.0,0.02841404854676492,30.959714458721443,31.68760248745345,44.14848113861036,45.33745663136965,29.852443066316095,30.560790205914614,29.852443066316095,30.560790205914614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
L1:ManyInManyOut,A5,57088,0.022088417993028693,0.6918934882723329,31.32391431473843,44.71787957142473,30.21019690929895,30.21019690929895,0.6672930742767461,2.0,0.02841404854676492,30.959714458721443,31.68760248745345,44.14848113861036,45.33745663136965,29.852443066316095,30.560790205914614,29.852443066316095,30.560790205914614,,,,,,,,,,,,,,,,,
L1:SingleInFanOut,A2,49001,0.018959430925848286,0.5202329600701516,27.439576215016388,46.63977590309693,46.63977590309693,20.63419642423582,0.8842491939555523,1.0,0.005696559720287481,27.09317811152215,27.798691344978533,46.01629604909076,47.279751366984875,46.01629604909076,47.279751366984875,20.407234705040832,20.868567060193694,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
L1:SingleInFanOut,A5,49001,0.018959430925848286,0.5202329600701516,27.439576215016388,46.63977590309693,46.63977590309693,20.63419642423582,0.8842491939555523,1.0,0.005696559720287481,27.09317811152215,27.798691344978533,46.01629604909076,47.279751366984875,46.01629604909076,47.279751366984875,20.407234705040832,20.868567060193694,,,,,,,,,,,,,,,,,
L1:FanIn,A2,126484,0.04893881277374746,0.8498205428878047,17.36495643200805,20.4273869720045,20.278634553241794,19.568479374514425,0.9924115863211354,3.0,0.01300156371325905,17.201969327896194,17.520529656552842,20.23625311009125,20.61637690214127,20.088591011435433,20.46992987083556,19.39015912324975,19.748028496295422,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
L1:FanIn,A5,126484,0.04893881277374746,0.8498205428878047,17.36495643200805,20.4273869720045,20.278634553241794,19.568479374514425,0.9924115863211354,3.0,0.01300156371325905,17.201969327896194,17.520529656552842,20.23625311009125,20.61637690214127,20.088591011435433,20.46992987083556,19.39015912324975,19.748028496295422,,,,,,,,,,,,,,,,,
L1:FanOut,A2,273404,0.10578528599845397,0.718559450247457,6.792687607887373,9.452642135043511,9.434938235542553,8.981458765432944,0.9980696295566824,3.0,0.028265863197619326,6.73310247738542,6.848698166364378,9.369413369546532,9.53267041075235,9.351555682861287,9.515778685186477,8.900481781547118,9.059085017247682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
L1:FanOut,A5,273404,0.10578528599845397,0.718559450247457,6.792687607887373,9.452642135043511,9.434938235542553,8.981458765432944,0.9980696295566824,3.0,0.028265863197619326,6.73310247738542,6.848698166364378,9.369413369546532,9.53267041075235,9.351555682861287,9.515778685186477,8.900481781547118,9.059085017247682,,,,,,,,,,,,,,,,,
L1:OneInOneOut,A2,505982,0.1957754234986831,0.8856398250913613,4.523896627912549,5.088046787997607,5.042202889350788,4.808585881197797,0.9871037845787616,2.0,0.05617578667619155,4.477771200705931,4.573962949357607,5.028909049897789,5.150178404942536,4.984135823890251,5.104355378593555,4.748021600116437,4.864513341320041,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
L1:OneInOneOut,A5,505982,0.1957754234986831,0.8856398250913613,4.523896627912549,5.088046787997607,5.042202889350788,4.808585881197797,0.9871037845787616,2.0,0.05617578667619155,4.477771200705931,4.573962949357607,5.028909049897789,5.150178404942536,4.984135823890251,5.104355378593555,4.748021600116437,4.864513341320041,,,,,,,,,,,,,,,,,
